review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
11641e924862c4731a71392ae6e9b48c,b64c467f4c3c4270ca94367a26503be2,5,NULL,NULL,12/11/2017 0:00,12/11/2017 14:29
b0cc8cb5ed39885097b188b0d4e58cea,2bcc2646dcca22a1e6da38a7133cc8ed,4,NULL,NULL,11/14/2017 0:00,11/17/2017 19:12
67a444b253feab80adefac340f3b15da,4bf27cd715a4b7ccb0ea582b5b5fd639,5,NULL,NULL,4/30/2017 0:00,4/30/2017 21:09
01378b916b8ae8212d0a76dfd98a7043,75ceee59b8189aba5543675b806600ae,5,NULL,gira facilmente! ,7/6/2017 0:00,7/8/2017 15:47
bbd194462130ce3a6e6dad1423b43ba2,28c82a8f08d843332818f4f2673e0128,5,NULL,Relógio é lindo ,9/27/2017 0:00,10/1/2017 21:16
b21d1b089f62c638fe34c9d8114e71ec,19c4f810dca09d438da021fd6d52839f,5,Excelente ,"Produto de qualidade, entrega antes do prazo. Excelente ",7/27/2018 0:00,7/28/2018 17:24
367af99cea85119b33509e81c477802a,ed310045af9a0250f61f7da342d996b9,5,NULL,NULL,6/21/2018 0:00,6/21/2018 22:23
c6b7b101ce4a1d79d2fcd8031d63b292,9450a19a745c16784964ea86003dc665,5,Super Recomendo,Produto entregue antes do prazo combinado,8/10/2018 0:00,9/11/2018 18:00
31ee4a2b86d784bc87859808b6f3daf3,e7d9d1c03c10e6edb7aa4a91581cf871,5,NULL,NULL,10/11/2017 0:00,10/12/2017 0:09
2a02b9b106373cd9151951efb311447b,0c532a9c46c5090a74edf2c28388699a,3,NULL,NULL,7/24/2018 0:00,8/6/2018 16:51
1a8db68cb3c9a2ff0c9ab6f38419e552,97415fb39aa90a8bfea4424d7bfbc5db,5,Ótima,"Gostei bastante do prazo, foi entregue antes do previsto.",8/29/2018 0:00,8/29/2018 20:47
27052958ddc1cfd7c313339396d1ec39,11c601407b62dd629716ee3ff3efa95b,5,NULL,NULL,10/3/2017 0:00,10/3/2017 23:49
c32ccdc94c26dff87b0cd2f128d4580a,3076ea1c1a37131c434eb5105c60c55f,5,NULL,"Excelente atendimento, e foi muito pontual! ",4/24/2018 0:00,4/24/2018 23:15
074ddeb62a4e4f5d6fb045176ba1fd9b,61b1a1b503fca87a7d950193e5c706d3,5,NULL,NULL,12/3/2017 0:00,12/4/2017 10:31
637c5f93ea73a355a7825c6a6bcb09f7,f65a0c0fc75a9ddad01b101ed5ae2e38,5,NULL,NULL,5/3/2018 0:00,5/5/2018 13:16
ae77aeb85316eb5588b31cc8fea6e9da,bc1f75764ae7021a6d37772dc55a3ebe,5,NULL,NULL,7/26/2018 0:00,7/30/2018 14:02
f767e259c94115e59abcb34bea1d576d,f47c8a5f13b399d0e46beaf4e9d8b952,1,NULL,"Comprei dois itens e só foi entregue um,e até agora estou aguardando respostas.",7/29/2017 0:00,7/30/2017 10:17
2576b78a848a01eb5b5b3c0344fef042,9fafe6b668f5ea28dd3759326d76597a,5,NULL,NULL,12/30/2017 0:00,1/1/2018 16:46
e84e03a002279a22db194736b91b82b4,6f177560cdac40d55fa56882c853569b,4,NULL,NULL,8/25/2018 0:00,8/25/2018 21:25
fbb7953237568742024f1f3a372bd798,287ea13612e32e59331f254bb4f15f91,4,NULL,NULL,10/11/2017 0:00,10/11/2017 22:31
ac7a1488a8e9123e2ee229c71da25ebd,5a662d59a825199b9144985d95896f7d,5,NULL,Muito obrigada ,12/28/2017 0:00,12/28/2017 21:21
33e984a4bb1e04adf7123068c80f7e5a,fca0397489a3333e988ec1218efe40b6,3,NULL,NULL,4/10/2018 0:00,4/10/2018 21:05
800ecf1cd969726c138591fcf06a6275,c8e4d7b6268150138b3cce1a49c8863b,1,NULL,"Comprei dois cartuchos de impressora no mesmo pedido, paguei pelos os dois é só chegou um cartucho. não consigo falar com ninguém a respeito disso. ",1/25/2018 0:00,1/25/2018 22:24
9bf9c3345049dc943dfb0065de184dae,431c1624aae277e9a8c7182403019df3,4,NULL,NULL,8/2/2018 0:00,8/3/2018 3:08
17af0ed232067c3325eb4b23507bc500,19af5e1e647ae04a3a572d7d5bbd9e1b,5,NULL,NULL,3/3/2018 0:00,3/5/2018 13:08
f2f6f8f47876263a9a77c1428f09c23c,39e9813f11fbc948f71cfaf189976662,5,NULL,NULL,5/12/2017 0:00,5/25/2017 11:49
fe66e29cf4cfc800c0686e0ea3eb58a0,45046e1ecaba60bb78aab9cee0da08f5,5,NULL,NULL,3/21/2018 0:00,3/22/2018 15:54
15daa9db89623052d7b25d96ed14686d,62eb76321ff33a367a805bc9d0701dda,3,NULL,"Não credito todo o erro ao fornecedor.
A baratheon também tem responsabilidade. Comprei na baratheon. Obrigada.",1/4/2018 0:00,1/4/2018 15:09
edbcb4e64a7459c916c159e9283b9517,59e94c656aec3cee1b4a97e8324b47d2,1,NULL,Estou sem saber o que aconteceu nem mesmo quando será entregue o produto.,3/8/2018 0:00,3/8/2018 13:28
206e869edfbd46276487be45df53a463,fcfa8ef8103d78c6f2dd57ec67713360,5,NULL,NULL,8/29/2017 0:00,9/1/2017 12:57
3076175430618aa506b941a1d54bbfd6,5a610ef4a49d9be48df16a1026f225f4,5,NULL,Muito bem chegou no prazo e funcionou muito bem recomendo,9/20/2017 0:00,9/21/2017 1:28
72af72bc8943068bac9c1be93da9e75a,96087ef44ca9abdbc4c372a3dd3c859f,3,NULL,NULL,11/22/2017 0:00,11/26/2017 0:04
22750648e875d826f65b902b48b794b9,b3ea28aa962313ddcc7046e69e5ea094,5,NULL,NULL,12/2/2017 0:00,12/3/2017 19:09
2abeb35d4f50c0914ad6b301cba5430a,1b8cfe91cd0a25a8db0841e48cc76029,5,NULL,NULL,2/3/2018 0:00,2/8/2018 12:18
d625ccaf70bec90c2a91de71777f2b76,08dd64e78f26024b266515d5262be17f,4,NULL,NULL,5/31/2017 0:00,6/6/2017 9:06
1af7ff2a3ede26c804410983350589fb,56430e0b9968b381942760e433583b27,5,NULL,Ótima loja e excelente produto!,3/9/2017 0:00,3/10/2017 1:04
fa5d7627bfd73264ef064186d3e93989,92fc1ca41d579ec86467b590c6acc489,5,NULL,NULL,11/22/2017 0:00,11/23/2017 1:25
e4afe4f75975975324c060d02396ea04,9811e9a18a958540d5b173727b2edf95,4,NULL,NULL,3/6/2018 0:00,3/7/2018 19:58
a652d5461dfe27702887c38d372885a3,6f781fbfaf95fb90fb59de9f72e78e5c,5,NULL,NULL,7/25/2018 0:00,7/30/2018 14:35
c2d2135930b2a662a175d1fb8ce64ee5,0f88fcbdd500681c7245bab9a68eea90,5,NULL,NULL,4/29/2017 0:00,4/30/2017 1:03
a79e7a16ac1ec7d66da4cc2cfefab22b,615e54068238441742c4daf6a7b4ccff,1,NULL,"Nenhuma informação, total desleixo",12/6/2017 0:00,12/8/2017 10:49
fed3de829ad1302db1b4c0ec948b3918,d721be27c2ef214e57d87d289f0b844c,4,NULL,NULL,3/27/2018 0:00,3/29/2018 19:13
16907e0943b36e56537e4ecfd1b4e36e,d1a6e1e7cadfe1427229d6a8afc29222,4,NULL,NULL,7/25/2017 0:00,7/26/2017 13:59
89bc5b28c1bfa5187b1dc2530a444bcf,1f90220e4ad97915593771b65c25ee3c,4,NULL,"Na hora da compra, a foto do produto é um e veio outro, mas com a mesma finalidade.",7/14/2017 0:00,7/15/2017 0:16
9f4e74fb465b636836184ab38e820cde,69440e68212a53617dbaa0e9a1319946,3,NULL,"Compramos dois cabos VGA, porém chegou penas um, sendo que na nota fiscal também constam duas unidades. Solicitamos que a situação seja resolvida o quanto antes.",2/16/2018 0:00,2/17/2018 9:40
11e787974b607c1c184c4d335aec3892,56e6693f77e4c20487af7d879e980613,4,NULL,NULL,4/12/2017 0:00,4/16/2017 3:43
0cf3a75a3cc2470d010e79e0242e1daf,b3c20d53be137128e8ae69ee76a60326,5,NULL,NULL,5/11/2017 0:00,5/14/2017 15:25
d5cb00d607a9fcb1049e249e3622f5d9,19512a70f62306416782f963d55c8b26,4,NULL,Gostei do atendimento,3/4/2017 0:00,3/4/2017 10:25
8f06e3e16676b4f283fdda39c97cdb53,9561fdb9089a36bb1e9c58c334053eda,3,NULL,"Não chega no prazo e é a segunda vez que tenho que resolver esse problema, isso quando não chega com problemas no produto. Mesmo assim recomendo por ser uma empresa que conheço a muito tempo. ",2/23/2018 0:00,2/23/2018 10:43
4b8f3ebe72f3374489b108920331e3fb,60497e7e5e68a6c28a15eaafea0f1e94,5,NULL,NULL,3/22/2018 0:00,3/23/2018 0:03
71e4a1cb249624d55a107b743ae0f168,6c9c946ae6eb5b5c312bf3b325f4e25c,5,NULL,Melhor loja pra comprar pela internet,11/21/2017 0:00,11/24/2017 3:13
434e1e2356736d256f380af0604c7985,6d511fb14f71de9ba65c6651774e75d9,5,NULL,Veio até antes do prazo adorei do jeito que eu esperava ,3/10/2018 0:00,3/12/2018 15:34
3c6e0ca9657bb7f6b64594cedee24dc2,29c69ae727d8bb736031fca3caa080a9,5,Ótimo e super rapido,"Produto ótimo e entrega super rápida , super recomendo ",7/5/2018 0:00,7/7/2018 3:25
fd73b1868ee6662592cabb5f4ec91608,ec0731e8ffcfd31006b6653b5c0fe392,5,NULL,NULL,9/16/2017 0:00,9/19/2017 12:06
606b6258c1c9d5c091b2857bae6e526a,c0f8ab6b8ca98ae53f4acc203b206e0d,2,NULL,ainda não recebi o produto e ja consta como entreque ,12/14/2017 0:00,12/14/2017 22:54
055238970385d3db87009da9c205e86b,2363f4be725c1746c141cfe7e8432910,5,NULL,NULL,2/4/2017 0:00,2/7/2017 11:31
f1ba2bbdb069d138591fa96f820f51ba,e8677219f75f7697fa8f9fdb8ee8497b,5,NULL,NULL,12/23/2017 0:00,12/26/2017 0:53
9487ee724b27c54f3034ec3924cec693,4cca039d4d51fb8f0e1e302327c30de5,1,NULL,NULL,9/28/2017 0:00,9/29/2017 14:41
8f14b7898949be61ab103db3bd63f56b,4bd59c9149ad4be79cbc3dc2c2ef76af,5,NULL,NULL,3/13/2018 0:00,3/14/2018 0:05
29c97736a5313384c6ffe24e2976661e,0acb52bb1603d9a69f0965fb43c08a99,5,NULL,Funcionou perfeito,12/9/2017 0:00,12/10/2017 0:52
42d8e143d4c531a7b512068ad013f845,6a469666ec55c8ac48cca2b1160f10e3,4,NULL,NULL,10/31/2017 0:00,11/3/2017 10:07
ebd988c31f0cae56de8d2926edce7ca1,df0036e685fb491dbb08531f082ddbb6,5,Entrega rapida,"Entrega rápida e produto em perfeitas condições.
Exatamente o que eu precisava.
Inclui parafusos.",8/14/2018 0:00,8/14/2018 19:43
ce967ebeae8c3e32b61358f205bb243b,353f19bd937d256e95b40e479616f7f7,5,NULL,NULL,11/2/2017 0:00,11/3/2017 9:25
a057d6a44fd71b7629e842838c97756d,0ce0997380b2110e5d35697ce4ddabd7,1,recomendo ,Estou aguardando uma posição da loja em relação a disponibilidade do produto,5/30/2018 0:00,5/30/2018 11:02
9720254f037ea96f615b7f0f383b97ca,bcaa2ea71bcbe06f4cab5fe30f997f93,4,NULL,NULL,8/3/2018 0:00,8/11/2018 1:02
68ef1fe0a477985904a76c6be4870dbe,bd1072cc4db9aa8b0a4a0188ce7254aa,5,NULL,NULL,6/20/2018 0:00,6/22/2018 2:52
eec6a50b547256e853a000778533da10,8dc3550fe0754e1c7b777cba6109f525,5,NULL,NULL,9/26/2017 0:00,9/29/2017 0:34
cf63c64140f2845e14395592fac8d299,0dd96ab2fca2927658c83b7e2e954ec9,5,NULL,Tudo perfeito.,7/23/2017 0:00,7/24/2017 1:33
d34ad0ccdfa8649968e8eb3cac55e8b4,75a935207305c1dd6146a8012323cad9,1,NULL,"Gostaria de receber os produtos corretos, tentei realizar a troca pela devolução de dinheiro no cartão, mas o site da lannister não possibilita que seja realizado.",9/17/2017 0:00,9/18/2017 20:58
a12138b5f64bab8980748a82934e7e96,b9aa04fee730826d066fd6b7f63def15,5,NULL,"compra certa, recomendo a loja ",7/20/2017 0:00,7/21/2017 1:29
dcf64173f49976d4d35817373eb0369a,03fd1ecfbee7068edda48a4ad8b838e1,5,RECOMENDO,"CONSERVE NESTE PATAMAR DE ATENDIMENTO QUE VOÇES ESTÃO NO CAMINHO CERTO. ESTOU TENTANDO COMPRAR UMA GELADEIRA ,PORÉM TENHO RECEIO DA GARANTIA E NA ENTREGA SE O PRODUTO TIVER AVARIAÇÃO.",7/5/2018 0:00,7/6/2018 17:55
b108c08a6cdd20853d41729a1eab9500,b41cc5a0872a7fd886b2cb2e300dbe7a,5,NULL,NULL,7/25/2018 0:00,7/27/2018 22:16
b3fd480a456ec09e08d88ebe7e413424,5fe6f70927bdb4accb737c56c5602f4e,5,NULL,"produto de qualidade, recomendo.",10/20/2017 0:00,10/20/2017 23:01
75d9033e6b265779a5cef210ecd3e35c,a7d5e53a5efe34103e6b5b67c497c2fa,1,NULL,Está atrasado a mais de 20 dias,3/14/2018 0:00,3/14/2018 11:48
2c14b4e62436fed17bc1e8fa5a90df44,152e3e1d1cd5a952b1f4049ff29ab695,5,NULL,NULL,5/5/2018 0:00,5/18/2018 16:13
d17b5480a23d68552165b9ec7dcd94ca,35b0df750240d1b187d59e193db40612,4,NULL,NULL,8/12/2017 0:00,8/15/2017 2:56
2e8825276e525c3bf4024c6cf8a02096,a409968a19f09aaa2d44cebcef64ff53,5,Recomendo,Produto chego no prazo,8/7/2018 0:00,8/8/2018 17:42
ec157ff7d5550fcee765224a8876c0f2,07c60b22ef2c61750215fd44cf67f928,5,NULL,NULL,8/14/2018 0:00,8/18/2018 0:06
c0044007ec35b67cfc5a60515167c488,d1a2f198bf6d06a0c46f0a5cc53f1984,5,NULL,NULL,6/3/2017 0:00,6/6/2017 1:55
5aba0a2699ca48e38ba1a66ab716eee3,61257b6e85787aa68052616d08656a24,1,NULL,"ESTE ITEM VEIO SEM O CABO DE ALIMENTAÇÃO DA ENERGIA, O QUE NÃO ADIANTOU NADA TER COMPRADO. A IMAGEM NÃO É CLARA QUANTO AO ITEM FUNDAMENTAL PARA QUE O PRODUTO TENHA FUNCIONALIDADE. NÃO RECOMENDO",1/25/2018 0:00,1/31/2018 20:16
173804a1d54a1fcb5f9eec3b200256b3,6d17df1418ac08da686036d2a0359f5d,5,NULL,NULL,2/25/2017 0:00,2/26/2017 21:21
b237bdc8fd5262e497aefa30da13af27,79e22f93f0543b4cc32f9aa333a6df5e,4,NULL,NULL,6/8/2018 0:00,6/11/2018 13:12
d309f814b7a5800e12fb75908a5c0d57,9bd2751f058566408b3584868d9e0c2d,5,NULL,"Vendedor targaryen, gostei muito de transacionar com a empresa. stark também, sempre muito correto.",2/10/2018 0:00,2/10/2018 21:30
585697c282057e802ea17f89aa5c0c8e,f9ba4a7646e78ee867081f9a098c3290,5,NULL,NULL,8/31/2018 0:00,9/3/2018 12:39
92b49c890c2069c32f316cfcbae8ffd4,1c07c0999a3f88b8c1b95e9a07cf5564,5,NULL,Produto entregue antes do prazo. Produto otimo coforme especificado.,7/28/2018 0:00,8/1/2018 0:12
2d7bf71da5e84a2b3d20dc24ba63e143,a0f980e432c8f9394766734266ed753d,1,Produto não recebido ,"Não recebi o produto, já faz 21 dias que comprei, agora apareceu na compra que o pedido foi cancelado, mas não cancelei nada e já paguei a primeira parcela. Exijo respeito até porque é um brinquedo ",7/7/2018 0:00,7/13/2018 11:40
abbfacb2964f74f6487c9c10ac46daa6,47282cfe5747c1c19920f090e491d285,3,NULL,NULL,8/15/2018 0:00,8/19/2018 22:35
83d029a86bd37cace752ffa3d63852ec,4123a46501472ba0fa021d7532462e27,5,NULL,NULL,7/6/2018 0:00,7/8/2018 10:19
b9dc86d4a0c0f3f0dec74c2e3341d910,2a64d8d089987b76daf457aac801cd1d,5,NULL,NULL,7/4/2017 0:00,7/7/2017 10:10
0995b2c5bc7512db28825e7a736a0101,493d1ad7e1ae4e8a6733d84bc34c6b0c,4,Prazo de entrega ,Comprei o quadro na loja targaryen a entrega era de 7 a 9 dias úteis e foi entregue no terceiro dia útil após confirmação de pagamento. Recomendo pela rapidez e produto. ,5/5/2018 0:00,5/6/2018 3:17
47d71d72a3270c3ccd01e3a830a001a4,3cd4d6461c966c84e6547503dc04df2a,5,NULL,NULL,12/5/2017 0:00,12/5/2017 22:34
f287fe9240af1dbb39f4678bc0fed822,709e863921cdc58bb0582cf305270d72,5,NULL,NULL,4/19/2018 0:00,4/22/2018 14:15
2c5a025614bc11b9923537d961d1443b,7e22f51e3776fdeb688dfb2af5bc7147,4,NULL,NULL,5/5/2018 0:00,5/7/2018 18:46
4c7b71ea8ae7173fc17c0affb54ef104,107b6dd80460768e617562eb52b4b9a9,4,NULL,NULL,3/10/2018 0:00,3/13/2018 18:38
418e343cb83ada7758da2d5657e15ce2,bb9a5a9d8a6ff80eabda95e3b78f0a45,1,Recebi o produto errado,Comprei o Iso X e recebi o Nitro Hard ,7/14/2018 0:00,7/15/2018 0:41
9a0e8af9259222452641f6cfff704215,b73c36e570877e647fc56872cfbb3fa6,5,NULL,NULL,4/24/2018 0:00,4/26/2018 21:55
e61092c94812620d58a1b2a98b44c9e2,4b87f012cca8b66163cea1b82d4afc2b,5,NULL,"entrega rápida, produto lindo!",10/21/2017 0:00,10/21/2017 22:48
0ef6911dba6a01f29b67f2b8726f6035,77ed87f3ac41afc8135ce7cf831691d5,5,NULL,"Adorei. Ja tive uma anos atraz que se gastou.
Esta é antiaderente. Vai facilitar muito.",4/25/2018 0:00,4/25/2018 21:57
64bdd947e52a4e36625f36505e18c8eb,41d0050b0a103c674289659fdd6f602e,5,NULL,Otimo,8/25/2017 0:00,8/28/2017 22:52
4accb61dff3052b346cf5bc288de4a95,fa8532f1342354a78b42f2072b1d6dea,5,NULL,Entrega super rápido e produto atende as necessidades de seu uso. Parabéns.,9/18/2017 0:00,9/19/2017 18:30
85322e54cc02a076c4b3828cdc946a57,de2076727d0a51dfe4889b9cf85198e6,5,NULL,NULL,7/27/2017 0:00,7/27/2017 23:33
6cad5a4696fe553549bd5c4eab3c0f9a,aa9216f0e8af39eb6edc7e44fafabb41,5,NULL,NULL,8/5/2017 0:00,8/7/2017 21:39
117bf62e13e6cc324c966688cb367ce4,f086e4c6f1e932ae9d9cfe398889d148,5,NULL,NULL,4/1/2018 0:00,4/2/2018 6:50
ec61c6eada1c4b0953f44bbb185e6180,6d84eef7bc3b079a4d45a49a3e355784,5,NULL,NULL,12/8/2017 0:00,12/11/2017 12:06
6d041a019e260632e6906264e79e272c,6f3257f5d312b32a49d12e934af13545,2,Capa fragil,"Nao creio que essa capa vá durar, material mole e de aparência frágil, pelo preço deveria ser melhor",5/9/2018 0:00,5/10/2018 1:14
bebd0c23d7791cb07b4eb3e459e5920b,53402e7be9b39753e8382ef11fe74a2e,4,NULL,NULL,9/7/2017 0:00,9/8/2017 1:17
1aef895bc9f6165e8be2bdd02aaba3ea,f0da18535563cff323fabde1c9316f85,2,NULL,NULL,5/26/2017 0:00,5/29/2017 9:34
6608314bc749ed5086fd9bf9955cdf55,34de03b29a9f426dca5b1e1f5f0db23a,4,NULL,NULL,2/16/2018 0:00,2/19/2018 1:00
abc4165c85035bb8bbfa08495f981b7b,6bfd9139985ba7fc3959f3d67dcde67b,4,NULL,NULL,11/24/2017 0:00,11/24/2017 20:34
0f642683241a6b084e3b80107f1a1d7d,236000cc7c90d723a7db9afa31f73e72,5,NULL,NULL,2/5/2018 0:00,2/5/2018 17:43
42bdd2b0ed122bb55d9064fb8dcb928b,c66d11687a807ceb590246a11aa1bc48,3,NULL,NULL,7/20/2017 0:00,7/21/2017 18:45
da766b3c5f98fa930f3a30a40ffc8945,3a0e2e2771b84c2fd7e321c15624517e,5,NULL,NULL,10/11/2017 0:00,10/12/2017 2:38
269f1f1310220fac5b216bbb6967f4f7,5f14e4f5d9265dd3e65767518f7ee63f,5,NULL,NULL,5/12/2018 0:00,5/13/2018 0:05
da13a1080b1262f79377ecf781675c72,1fbb942ec531150b361e6042285004f3,5,NULL,NULL,4/17/2018 0:00,4/24/2018 22:03
c4723a3fa3a9befbdfed0d66fbdee09a,a7db257661f3cc8b9b661474199da586,5,NULL,NULL,2/1/2018 0:00,2/6/2018 13:17
3253578b1caec2248115c2aaa61565b5,d4c9b64645181fa7193ab68ae9ed3422,4,NULL,"Minha entrega voltou estou com dificuldades de recebe-la novamente.
Motivo foi digitado numero errado do predio para a entrega.",3/23/2018 0:00,3/26/2018 12:41
2b924ed331bdb3a9cac26a7ed453bf75,9d7bda1d8caaa92f82edb8e4559852a8,1,NULL,NULL,4/29/2017 0:00,5/5/2017 15:01
4ece68260c86811c40b9777d77ff579a,67384b4952e4e9da609ba03e96b87394,5,NULL,NULL,3/15/2017 0:00,3/16/2017 13:53
c08d73c4fb3bf4d95151de96b4fbd0e2,f5086e98ae53a54d0c55845e227d7db6,2,NULL,NULL,5/3/2017 0:00,5/4/2017 1:00
4e424f744c8185c17c7d275a562ac344,3b9671a31679fa4544b9b7a1e55ffe4f,1,NULL,"Produto avariado, quebrado",1/31/2018 0:00,2/1/2018 4:16
9c2a505ca644606024e21564529ba960,53a1210daacade25d3e5ba8c7119ad0a,5,NULL,NULL,8/10/2017 0:00,8/11/2017 3:36
a8915a2b3a3e1e63515bf0dfd997fc18,1bd843e7f9464231fd6b9314cb092476,5,NULL,"Produto de ótima qualidade, loja atenciosa entregou com muita antecedência ao prazo estipulado. ",12/14/2017 0:00,12/15/2017 12:53
54e731a66fe4150923ec0aeecdb659ef,e8208d83bd260fc57b4d889f8883dfd1,1,NULL,NULL,3/27/2018 0:00,3/29/2018 19:58
120a3d1fbd5b81d06e42fb4c4c64adbd,103a6df3372464e08e529f7d888a48f6,5,NULL,NULL,2/19/2017 0:00,2/20/2017 23:55
bd1cb8b9d27267981cc65afbca529c80,fe09fd9d707ff0915cdf61375ff70a69,5,NULL,NULL,8/5/2017 0:00,8/6/2017 22:00
7d45d4548d3d24a13568419a8b139d0c,d289934bddf878e1cac62c95c8ee5402,4,NULL,NULL,8/23/2018 0:00,8/24/2018 11:08
4719a11c739d46335774414e69587f9a,d3074ed095ad4d03c5f6c3573a25fca0,1,NULL,No pedido consta a cor verde e foi entregue na cor azul. Era para decoração de Natal. E agora??,12/8/2017 0:00,12/8/2017 23:36
74fb55d191e921bed566ad18bccdfc1f,a3675d53a727735e4e83c8e078666646,5,Bom,NULL,6/12/2018 0:00,6/12/2018 21:38
73bcde72e3cf4cd65a6b54284b987ed9,7e725a02a94edf1bb07180293cbb29d9,5,NULL,NULL,3/17/2018 0:00,3/29/2018 21:51
d39c5df1d44ab6bae7c8b89551a054c7,beda39ef81ca80ce3226111dd4f35155,5,NULL,NULL,9/19/2017 0:00,9/19/2017 23:08
33c73ab0164729beee582f2d6f757f91,a7070a3e260832c27a6f36ce22d61151,5,NULL,NULL,8/23/2017 0:00,8/26/2017 0:56
fa05d6d78f166b49bb19ce19ae8f1435,65d0aca2173738dac355de4ffe63e561,4,NULL,NULL,5/20/2017 0:00,5/26/2017 1:58
8af41fd0ce22cc29b42868e74605a11d,17b3a4d85ba0793bf46aa81893c3f95b,5,NULL,NULL,1/18/2018 0:00,1/18/2018 18:52
7ff3e4a8c40216cdc78be392af8550f7,07926fd3755c862341b7c7a15ef40b30,1,Produto errado,Meu produto veio errado. Outra estamos. Fiz contato no dia do recebimento dia 24 para devolução e até agora nda...estou aguardando ainda...,4/25/2018 0:00,4/28/2018 17:06
98ac99ca3c7762727f637e49dcf9aec5,b69757ea131affc405c02bb3b04e9a69,5,NULL,NULL,4/6/2018 0:00,4/8/2018 22:31
0869f8113964bb3dbfff2547ff45372f,2a3f52618a2541b6997d83522977cac2,5,NULL,NULL,9/30/2017 0:00,10/8/2017 12:42
e11b21a2b7967b99868189759b683a37,344be4c763894534b87cb01ee46cd64f,5,NULL,NULL,7/24/2018 0:00,7/26/2018 16:33
d00f5cb5eb03f6cfa4c441b113ce8f70,0b2f7d7319f367295bd93624be36ed1b,4,NULL,NULL,1/6/2018 0:00,1/6/2018 21:20
89dc767500967a6294050167833c0af6,3463c5474c21c4b02543cb5e9607f4e3,5,NULL,NULL,10/10/2017 0:00,10/13/2017 18:45
