account_name,nsbi_sector,deal_type,nsbi_financial_contribution,city,nsbi_county,postal_code,fiscal_year,longitude,latitude,coordinates
Hivetronics Limited,Agri-food,P&I Voucher,15000,dartmouth,Halifax Regional Municipality,B2W4Z3,2018 - 2019,-63.503976,44.686741,POINT (-63.503976 44.686741)
Photodynamic Incorporated,Life Sciences,P&I Voucher,25000,halifax,Halifax Regional Municipality,B3H1A8,2018 - 2019,-63.573789,44.624478,POINT (-63.573789 44.624478)
Axem Neurotechnology Inc.,Life Sciences,P&I Voucher,15000,halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Focal Research Consultants Limited,Business Services,P&I Voucher,25000,halifax,Halifax Regional Municipality,B3L2C2,2018 - 2019,-63.627898,44.653612,POINT (-63.627898 44.653612)
Nova Aquaponics Incorporated,Advanced Manufacturing,P&I Voucher,25000,halifax,Halifax Regional Municipality,B3M3Y8,2018 - 2019,-63.667551,44.676453,POINT (-63.667551 44.676453)
FoodByte Inc,ICT (includes Digital Media),P&I Voucher,15000,wolfville,Kings,B4P2R6,2018 - 2019,-64.36820119,45.0890494,POINT (-64.36820119 45.0890494)
Baie Run Pet Products Inc,Agri-food,P&I Voucher,15000,halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Dugo Systems Inc,ICT (includes Digital Media),P&I Voucher,25000,halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Grey Lit Matters Inc,ICT (includes Digital Media),P&I Voucher,15000,halifax,Halifax Regional Municipality,B3P1A8,2018 - 2019,-63.608219,44.630968,POINT (-63.608219 44.630968)
The 7 Virtues Beauty Inc,Advanced Manufacturing,P&I Voucher,25000,halifax,Halifax Regional Municipality,B3H1B1,2018 - 2019,-63.574296,44.624597,POINT (-63.574296 44.624597)
Duckish Natural Skin Care Limited,Advanced Manufacturing,P&I Voucher,25000,halifax,Halifax Regional Municipality,B3L1K1,2018 - 2019,-63.595101,44.649822,POINT (-63.595101 44.649822)
Chelation Partners Incorporated,Life Sciences,P&I Voucher,25000,halifax,Halifax Regional Municipality,B3H3Z1,2018 - 2019,-63.59645,44.637136,POINT (-63.59645 44.637136)
Alto Solar,Energy,P&I Voucher,15000,halifax,Halifax Regional Municipality,B3L1P9,2018 - 2019,-63.599844,44.652427,POINT (-63.599844 44.652427)
Natural Ocean Products Inc.,ICT (includes Digital Media),P&I Voucher,25000,halifax,Halifax Regional Municipality,B3V1L9,2018 - 2019,-63.62997,44.469104,POINT (-63.62997 44.469104)
L'Acadie Vineyards,Agri-food,P&I Voucher,15000,wolfville,Kings,B4P2R1,2018 - 2019,-64.403589,45.013938,POINT (-64.403589 45.013938)
Deprolabs Technology Inc.,ICT (includes Digital Media),P&I Voucher,15000,halifax,Halifax Regional Municipality,B3S1G5,2018 - 2019,-63.673695,44.672237,POINT (-63.673695 44.672237)
EOceans Research and Consulting Inc.,Oceans Technology,P&I Voucher,15000,dartmouth,Halifax Regional Municipality,B2Y1T7,2018 - 2019,-63.555147,44.674503,POINT (-63.555147 44.674503)
Mermaid Fare Inc,Agri-food,P&I Voucher,15000,dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
ColorSmith,Life Sciences,P&I Voucher,15000,halifax,Halifax Regional Municipality,B3H1T1,2018 - 2019,-63.58619,44.636159,POINT (-63.58619 44.636159)
Finleaf Technologies Inc.,Agri-food,P&I Voucher,15000,bedford,Halifax Regional Municipality,B4A1E6,2018 - 2019,-63.657959,44.731599,POINT (-63.657959 44.731599)
Propel BioEnergy LTD.,Energy,P&I Voucher,15000,dartmouth,Halifax Regional Municipality,B2X2A5,2018 - 2019,-63.536483,44.693342,POINT (-63.536483 44.693342)
Graphite Innovation and Technologies Inc.,Advanced Manufacturing,P&I Voucher,25000,dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
PPT Labs Inc.,ICT (includes Digital Media),P&I Voucher,25000,halifax,Halifax Regional Municipality,B3K3T7,2018 - 2019,-63.58727,44.652558,POINT (-63.58727 44.652558)
NovaResp Technologies Inc.,ICT (includes Digital Media),P&I Voucher,15000,halifax,Halifax Regional Municipality,B3H4R4,2018 - 2019,-63.56954723,44.63642004,POINT (-63.56954723 44.63642004)
Elcora Advanced Materials Corp,Energy,P&I Voucher,25000,bedford,Halifax Regional Municipality,B4A2T3,2018 - 2019,-63.646705,44.737949,POINT (-63.646705 44.737949)
Midgard Insect Farm Inc,Agri-food,P&I Voucher,25000,halifax,Halifax Regional Municipality,B3L1V1,2018 - 2019,-63.602803,44.654196,POINT (-63.602803 44.654196)
Green Power Labs Inc,Energy,P&I Voucher,25000,dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
Spritely Technologies Inc,ICT (includes Digital Media),P&I Voucher,25000,halifax,Halifax Regional Municipality,B3S1E5,2018 - 2019,-63.665971,44.662523,POINT (-63.665971 44.662523)
LED Roadway Lighting Ltd,Advanced Manufacturing,P&I Voucher,15000,halifax,Halifax Regional Municipality,B3S1B3,2018 - 2019,-63.663711,44.637971,POINT (-63.663711 44.637971)
PitchPerfect Software Inc. operating as Proposify,ICT (includes Digital Media),Payroll Rebate,1057400,halifax,Halifax Regional Municipality,B3J2A2,2018 - 2019,-63.573726,44.646512,POINT (-63.573726 44.646512)
REDspace Inc,ICT (includes Digital Media),Payroll Rebate,1497500,bedford,Halifax Regional Municipality,B4A1E5,2018 - 2019,-63.66024,44.731123,POINT (-63.66024 44.731123)
Savormetrics Inc.,ICT (includes Digital Media),Payroll Rebate,619650,halifax,Halifax Regional Municipality,B3J2X2,2018 - 2019,-63.645986,44.648416,POINT (-63.645986 44.648416)
Monkedia LLC,ICT (includes Digital Media),Payroll Rebate,610350,dartmouth,Halifax Regional Municipality,B2Y4J2,2018 - 2019,-63.552011,44.678941,POINT (-63.552011 44.678941)
Manulife Financial,Finance & Insurance,Payroll Rebate,0,halifax,Halifax Regional Municipality,B3L4G6,2018 - 2019,-63.623007,44.643294,POINT (-63.623007 44.643294)
Dilytics,ICT (includes Digital Media),Payroll Rebate,0,dartmouth,Halifax Regional Municipality,B3B1N1,2018 - 2019,-63.604559,44.709923,POINT (-63.604559 44.709923)
BeyondTrust Software Inc.,ICT (includes Digital Media),Payroll Rebate,3120563,halifax,Halifax Regional Municipality,B3J3N4,2018 - 2019,-63.57347352,44.64895408,POINT (-63.57347352 44.64895408)
10380008 Canada Inc dba MobSquad,ICT (includes Digital Media),Payroll Rebate,2084800,halifax,Halifax Regional Municipality,B3K5T8,2018 - 2019,-63.581038,44.652525,POINT (-63.581038 44.652525)
Sensor Technology Ltd,Oceans Technology,Project Management,0,dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Accenture Canada,ICT (includes Digital Media),Project Management,0,halifax,Halifax Regional Municipality,B3J3k5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Propipe UK,Oceans Technology,Project Management,0,halifax,Halifax Regional Municipality,B3J3N4,2018 - 2019,-63.57347352,44.64895408,POINT (-63.57347352 44.64895408)
Invisible Agents,ICT (includes Digital Media),Project Management,0,halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Nova Innovation,Energy,Project Management,0,halifax,Halifax Regional Municipality,B3L2C1,2018 - 2019,-63.623858,44.653361,POINT (-63.623858 44.653361)
Adadem Import and Export,Business Services,Trade Mission (Incoming),0,halifax,Halifax Regional Municipality,B3N1B9,2018 - 2019,-63.620793,44.634023,POINT (-63.620793 44.634023)
Famolex Integrated Consult Limited,Business Services,Trade Mission (Incoming),0,halifax,Halifax Regional Municipality,B3M3Y7,2018 - 2019,-63.653935,44.66328,POINT (-63.653935 44.66328)
Globiz Innovation Inc.,Business Services,Trade Mission (Incoming),0,halifax,Halifax Regional Municipality,B3M1G9,2018 - 2019,-63.647579,44.654692,POINT (-63.647579 44.654692)
McInnes Cooper,Not Coded,Trade Mission (Incoming),0,halifax,Halifax Regional Municipality,B3J2V1,2018 - 2019,-63.645986,44.648416,POINT (-63.645986 44.648416)
VitaMed Inc,Life Sciences,Trade Mission (Incoming),0,bedford,Halifax Regional Municipality,B4A1G5,2018 - 2019,-63.670275,44.709158,POINT (-63.670275 44.709158)
GeoSpectrum Technologies Incorporated,Oceans Technology,Trade Mission (Incoming),0,dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
Institute for Big Data Analytics,Not Coded,Trade Mission (Incoming),0,halifax,Halifax Regional Municipality,B3H4R2,2018 - 2019,-63.59641358,44.63705044,POINT (-63.59641358 44.63705044)
Jasco Applied Sciences (Canada) Ltd,Oceans Technology,Trade Mission (Incoming),0,dartmouth,Halifax Regional Municipality,B3B1Z1,2018 - 2019,-63.584818,44.709741,POINT (-63.584818 44.709741)
Kraken Robotics Inc.,Aerospace & Defence,Trade Mission (Incoming),0,dartmouth,Halifax Regional Municipality,B3B1T3,2018 - 2019,-63.610623,44.703069,POINT (-63.610623 44.703069)
Metamaterial Technologies Inc,Advanced Manufacturing,Trade Mission (Incoming),0,dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
MetOcean Telematics Limited,Oceans Technology,Trade Mission (Incoming),0,dartmouth,Halifax Regional Municipality,B3B1R9,2018 - 2019,-63.595049,44.699403,POINT (-63.595049 44.699403)
Modest Tree Media Inc,ICT (includes Digital Media),Trade Mission (Incoming),0,halifax,Halifax Regional Municipality,B3K2R6,2018 - 2019,-63.613967,44.665253,POINT (-63.613967 44.665253)
Acadian Seaplants Limited / Les Algues Acadiennes Limitee,Life Sciences,Trade Mission (Incoming),0,dartmouth,Halifax Regional Municipality,B3B1X8,2018 - 2019,-63.596395,44.696321,POINT (-63.596395 44.696321)
Baie Run Pet Products Inc,Agri-food,Trade Mission (Incoming),0,halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
VitaMed Inc,Life Sciences,Trade Mission (Incoming),0,bedford,Halifax Regional Municipality,B4A1G5,2018 - 2019,-63.670275,44.709158,POINT (-63.670275 44.709158)
Luckett Vineyards (Luckett Farms Limited),Agri-food,Trade Mission (Incoming),0,wolfville,Kings,B4P2R3,2018 - 2019,-64.348807,45.068884,POINT (-64.348807 45.068884)
GeoSpectrum Technologies Incorporated,Oceans Technology,Trade Mission (Incoming),0,dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
Benjamin Bridge Vineyards,Agri-food,Trade Mission (Incoming),0,wolfville,Kings,B4P2R1,2018 - 2019,-64.403589,45.013938,POINT (-64.403589 45.013938)
L'Acadie Vineyards,Agri-food,Trade Mission (Incoming),0,wolfville,Kings,B4P2R1,2018 - 2019,-64.403589,45.013938,POINT (-64.403589 45.013938)
Mother Hubbard's Kitchens,Advanced Manufacturing,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1T5,2018 - 2019,-63.581229,44.699529,POINT (-63.581229 44.699529)
Acoubit Communications,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Marimetrics Technologies,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y4A5,2018 - 2019,-63.556376,44.663211,POINT (-63.556376 44.663211)
Ocean Data Science,Transportation & Logistics,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3H1W5,2018 - 2019,-63.586966,44.637694,POINT (-63.586966 44.637694)
ReelData,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Wittaya Aqua,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Geoforce Group Limited,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
GeoSpectrum Technologies Incorporated,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
Jasco Applied Sciences (Canada) Ltd,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1Z1,2018 - 2019,-63.584818,44.709741,POINT (-63.584818 44.709741)
MacArtney Canada Ltd,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
MetOcean Telematics Limited,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1R9,2018 - 2019,-63.595049,44.699403,POINT (-63.595049 44.699403)
Sensor Technology Ltd,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Xeos Technologies Inc,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1L6,2018 - 2019,-63.604817,44.715039,POINT (-63.604817 44.715039)
Clearwater Seafoods Ltd Partnership,Fish & Seafood Processing,Trade Mission (Outgoing),0,bedford,Halifax Regional Municipality,B4A3Z7,2018 - 2019,-63.665571,44.707624,POINT (-63.665571 44.707624)
Natural Hues Inc,Agri-food,Trade Mission (Outgoing),0,halifax,Colchester,B3L2H5,2018 - 2019,-63.615373,44.645626,POINT (-63.615373 44.645626)
JusNova Agriculture Ltd,Agri-food,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3M1N1,2018 - 2019,-63.641789,44.66397,POINT (-63.641789 44.66397)
Ashored Innovations,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Colchester,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
Baie Run Pet Products Inc,Agri-food,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Chelation Partners Incorporated,Life Sciences,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3H3Z1,2018 - 2019,-63.59645,44.637136,POINT (-63.59645 44.637136)
2 Crows Brewing Ltd,Agri-food,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3J2G7,2018 - 2019,-63.578146,44.649349,POINT (-63.578146 44.649349)
Compass Distillers,Agri-food,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3K4C4,2018 - 2019,-63.592367,44.654497,POINT (-63.592367 44.654497)
The Propeller Brewing Company,Agri-food,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1B6,2018 - 2019,-63.602778,44.696904,POINT (-63.602778 44.696904)
WarrierTech Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3H1Y1,2018 - 2019,-63.5849,44.640901,POINT (-63.5849 44.640901)
GeoSpectrum Technologies Incorporated,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
IBM Canada Ltd,ICT (includes Digital Media),Trade Mission (Outgoing),0,bedford,Halifax Regional Municipality,B4B1G4,2018 - 2019,-63.740337,44.723448,POINT (-63.740337 44.723448)
Kraken Robotics Inc.,Aerospace & Defence,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1T3,2018 - 2019,-63.610623,44.703069,POINT (-63.610623 44.703069)
McInnes Cooper,Not Coded,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3J2V1,2018 - 2019,-63.645986,44.648416,POINT (-63.645986 44.648416)
RIMOT.IO Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
Sensor Technology Ltd,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y4T5,2018 - 2019,-63.556475,44.661861,POINT (-63.556475 44.661861)
Xeos Technologies Inc,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1L6,2018 - 2019,-63.604817,44.715039,POINT (-63.604817 44.715039)
Atlantic Flight Attendant Academy,Business Services,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3H3Y4,2018 - 2019,-63.593557,44.632239,POINT (-63.593557 44.632239)
Benjamin Bridge Vineyards,Agri-food,Trade Mission (Outgoing),0,wolfville,Kings,B4P2R1,2018 - 2019,-64.403589,45.013938,POINT (-64.403589 45.013938)
Easypass Immigration & Education Consulting Inc,Business Services,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3J3K3,2018 - 2019,-63.57813098,44.64335495,POINT (-63.57813098 44.64335495)
Fundy Drinks LTD,Agri-food,Trade Mission (Outgoing),0,halifax,Kings,B3J2G7,2018 - 2019,-63.578146,44.649349,POINT (-63.578146 44.649349)
JusNova Agriculture Ltd,Agri-food,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3M1N1,2018 - 2019,-63.641789,44.66397,POINT (-63.641789 44.66397)
Atlantic Resources Partnership Inc,Not Coded,Trade Mission (Outgoing),0,bedford,Halifax Regional Municipality,B4A4H4,2018 - 2019,-63.687758,44.705663,POINT (-63.687758 44.705663)
Right Source Group Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1N4,2018 - 2019,-63.601486,44.713636,POINT (-63.601486 44.713636)
Rio Import & Export Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1W7,2018 - 2019,-63.60125,44.716433,POINT (-63.60125 44.716433)
Ocean Technology Council of Nova Scotia (OTCNS),Not Coded,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Taste of Nova Scotia Quality Food,Business Services,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y4P5,2018 - 2019,-63.569266,44.665864,POINT (-63.569266 44.665864)
Blue Harbour Cheese Incorporated,Agri-food,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3K4S7,2018 - 2019,-63.611255,44.665687,POINT (-63.611255 44.665687)
Blue Harbour Cheese Incorporated,Agri-food,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3K4S7,2018 - 2019,-63.611255,44.665687,POINT (-63.611255 44.665687)
Blue Harbour Cheese Incorporated,Agri-food,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3K4S7,2018 - 2019,-63.611255,44.665687,POINT (-63.611255 44.665687)
Chocolate Hackers,Agri-food,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3K2H7,2018 - 2019,-63.604915,44.665088,POINT (-63.604915 44.665088)
Chocolate Hackers,Agri-food,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3K2H7,2018 - 2019,-63.604915,44.665088,POINT (-63.604915 44.665088)
Oyster Promo Inc,Business Services,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3H3X9,2018 - 2019,-63.587154,44.630259,POINT (-63.587154 44.630259)
Penny Doherty Literacy Consultants Incorporated,Business Services,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3H2J5,2018 - 2019,-63.592084,44.643695,POINT (-63.592084 44.643695)
Dillon Consulting Ltd.,Business Services,EGP,1200,halifax,Halifax,B3S 1B3,2019 - 2020,-63.665839,44.6423613,POINT (-63.66583899999999 44.6423613)
Sassy Solutions Consulting Limited,Business Services,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3M3C8,2018 - 2019,-63.652605,44.657547,POINT (-63.652605 44.657547)
Uprise Consulting,Business Services,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3L4T7,2018 - 2019,-63.631058,44.653673,POINT (-63.631058 44.653673)
Uprise Consulting,Business Services,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3L4T7,2018 - 2019,-63.631058,44.653673,POINT (-63.631058 44.653673)
Haskapa,Agri-food,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1M3,2018 - 2019,-63.611768,44.703405,POINT (-63.611768 44.703405)
ITO Seafoods Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3J3R3,2018 - 2019,-63.56899455,44.64269727,POINT (-63.56899455 44.64269727)
Atlantica Mechanical Contractors Inc,Advanced Manufacturing,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1H5,2018 - 2019,-63.606634,44.701133,POINT (-63.606634 44.701133)
Biscay Seafoods Canada Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3L2C1,2018 - 2019,-63.623858,44.653361,POINT (-63.623858 44.653361)
Oyster Promo Inc,Business Services,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3H3X9,2018 - 2019,-63.587154,44.630259,POINT (-63.587154 44.630259)
Stantec,Engineering & Professional,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3A0A4,2018 - 2019,-63.561484,44.689132,POINT (-63.561484 44.689132)
Dillon Consulting Ltd,Business Services,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3S1B3,2018 - 2019,-63.663711,44.637971,POINT (-63.663711 44.637971)
TriNav Fisheries Consultants Inc,Business Services,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1N3,2018 - 2019,-63.592554,44.706327,POINT (-63.592554 44.706327)
Deep Vision Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y4P5,2018 - 2019,-63.569266,44.665864,POINT (-63.569266 44.665864)
QRA Corp,ICT (includes Digital Media),Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3K5L2,2018 - 2019,-63.602819,44.659309,POINT (-63.602819 44.659309)
Xeos Technologies Inc,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1L6,2018 - 2019,-63.604817,44.715039,POINT (-63.604817 44.715039)
Deep Vision Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y4P5,2018 - 2019,-63.569266,44.665864,POINT (-63.569266 44.665864)
Modest Tree Media Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3K2R6,2018 - 2019,-63.613967,44.665253,POINT (-63.613967 44.665253)
Ocean Technology Council of Nova Scotia (OTCNS),Not Coded,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
QRA Corp,ICT (includes Digital Media),Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3K5L2,2018 - 2019,-63.602819,44.659309,POINT (-63.602819 44.659309)
Xeos Technologies Inc,Oceans Technology,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1L6,2018 - 2019,-63.604817,44.715039,POINT (-63.604817 44.715039)
Benjamin Bridge Vineyards,Agri-food,Trade Mission (Outgoing),0,wolfville,Kings,B4P2R1,2018 - 2019,-64.403589,45.013938,POINT (-64.403589 45.013938)
Clockk.Com Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Ethical Swag Inc,Business Services,Trade Mission (Outgoing),0,dartmouth,Cape Breton,B2W6G2,2018 - 2019,-63.483946,44.690176,POINT (-63.483946 44.690176)
Side Door Access Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3K1H1,2018 - 2019,-63.588243,44.6524635,POINT (-63.588243 44.6524635)
Spritely Technologies Inc,ICT (includes Digital Media),Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3S1E5,2018 - 2019,-63.665971,44.662523,POINT (-63.665971 44.662523)
Biscay Seafoods Canada Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3L2C1,2018 - 2019,-63.623858,44.653361,POINT (-63.623858 44.653361)
Breakers Fish Co Ltd,Fish & Seafood Processing,Trade Mission (Outgoing),0,halifax,Halifax Regional Municipality,B3L2C2,2018 - 2019,-63.627898,44.653612,POINT (-63.627898 44.653612)
Golden Alliance Canada Inc,Fish & Seafood Processing,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y3G8,2018 - 2019,-63.550996,44.679086,POINT (-63.550996 44.679086)
Rio Import & Export Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B3B1W7,2018 - 2019,-63.60125,44.716433,POINT (-63.60125 44.716433)
West Fish Canada Limited,Fish & Seafood Processing,Trade Mission (Outgoing),0,dartmouth,Halifax Regional Municipality,B2Y2X5,2018 - 2019,-63.561974,44.670912,POINT (-63.561974 44.670912)
Luckett Vineyards (Luckett Farms Limited),Agri-food,Trade Mission (Outgoing),0,wolfville,Kings,B4P2R3,2018 - 2019,-64.348807,45.068884,POINT (-64.348807 45.068884)
ITO Seafoods Ltd,Fish & Seafood Processing,Trade Show,0,halifax,Halifax Regional Municipality,B3J3R3,2018 - 2019,-63.56899455,44.64269727,POINT (-63.56899455 44.64269727)
EcoPilot Canada Inc.,Engineering & Professional,Trade Show,0,halifax,Halifax Regional Municipality,B3J3L7,2018 - 2019,-63.575048,44.649083,POINT (-63.575048 44.649083)
Benjamin Bridge Vineyards,Agri-food,Trade Show,0,wolfville,Kings,B4P2R1,2018 - 2019,-64.403589,45.013938,POINT (-64.403589 45.013938)
"NorthBay Solutions, LLC",ICT (includes Digital Media),Payroll Rebate,2492800,bedford,Halifax,B4B 0V1,2019 - 2020,-63.794197,44.752712,POINT (-63.794197 44.752712)
FoodByte Inc.,ICT (includes Digital Media),PIVP,25000,wolfville,Kings,B4P 2R6,2019 - 2020,-64.3690057,45.0885733,POINT (-64.3690057 45.0885733)
FoodByte Inc.,ICT (includes Digital Media),SBDP,15000,wolfville,Kings,B4P 2R6,2019 - 2020,-64.3690057,45.0885733,POINT (-64.3690057 45.0885733)
FoodByte Inc.,ICT (Includes Digital Media),EGP,7000,wolfville,Kings,B4P 2R6,2019 - 2020,-64.3690057,45.0885733,POINT (-64.3690057 45.0885733)
FoodByte Inc.,ICT (Includes Digital Media),EGP,2450,wolfville,Kings,B4P 2R6,2019 - 2020,-64.3690057,45.0885733,POINT (-64.3690057 45.0885733)
Just Us! Coffee Roasters Co-op Ltd.,Agri-food,SBDP,4250,wolfville,Kings,B4P 2R3,2019 - 2020,-64.2956609,45.1052474,POINT (-64.2956609 45.10524740000001)
Just Us! Coffee Roasters Co-op Ltd.,Agri-food,EGP,6114,wolfville,Kings,B4P 2R3,2019 - 2020,-64.2956609,45.1052474,POINT (-64.2956609 45.10524740000001)
