account_name,nsbi_sector,deal_type,nsbi_financial_contribution,city,nsbi_county,postal_code,fiscal_year,longitude,latitude,coordinates
Mattatall Signs Limited,Advanced Manufacturing,EGP,4035,dartmouth,Halifax,B3B 1L3,2019 - 2020,-63.5907541,44.7003618,POINT (-63.590754100000005 44.7003618)
Mattatall Signs Limited,Advanced Manufacturing,EGP,2535,dartmouth,Halifax,B3B 1L3,2019 - 2020,-63.5907541,44.7003618,POINT (-63.590754100000005 44.7003618)
Site 2020 Inc.,ICT (Includes Digital Media),EGP,25000,dartmouth,Halifax,B3B 1L3,2019 - 2020,-63.5975664,44.7041925,POINT (-63.5975664 44.7041925)
Alpha Chemical Limited,Chemicals & Plastics,EGP,23165,dartmouth,Halifax,B3B 1K2,2019 - 2020,-63.6115741,44.711703,POINT (-63.6115741 44.711703)
Geoforce Group Limited,Oceans Technology,EGP,2954,dartmouth,Halifax,B3B 1J4,2019 - 2020,-63.6108376,44.7046157,POINT (-63.6108376 44.7046157)
Omnitech Electronics Inc.,Oceans Technology,EGP,10500,dartmouth,Halifax,B3B 1J4,2019 - 2020,-63.5935888,44.7143877,POINT (-63.5935888 44.7143877)
Atlantica Contractors Inc.,Advanced Manufacturing,EGP,10275,dartmouth,Halifax,B3B 1H5,2019 - 2020,-63.6076266,44.7026942,POINT (-63.6076266 44.7026942)
Bebbington Industries Incorporated,Advanced Manufacturing,PIVP,15000,dartmouth,Halifax,B3B 1G6,2019 - 2020,-63.6039159,44.6997853,POINT (-63.603915900000004 44.6997853)
Cherubini Metal Works Limited,Advanced Manufacturing,IRP,739657,dartmouth,Halifax,B3B 0J4,2019 - 2020,-63.598752,44.7137992,POINT (-63.598752000000005 44.7137992)
Andra Motion Technologies Inc.,ICT (includes Digital Media),SBDP,11000,dartmouth,Halifax,B3B 0J4,2019 - 2020,-63.5610101,44.7184504,POINT (-63.5610101 44.71845040000001)
EfficiencyOne Services Inc.,Business Services,SBDP,10000,dartmouth,Halifax,B3B 0G5,2019 - 2020,-63.583142,44.6961113,POINT (-63.58314200000001 44.6961113)
EfficiencyOne Services Inc.,Business Services,EGP,5607,dartmouth,Halifax,B3B 0G5,2019 - 2020,-63.583142,44.6961113,POINT (-63.58314200000001 44.6961113)
Eosense Inc.,Energy,EGP,7271,dartmouth,Halifax,B3B 0E8,2019 - 2020,-63.580881,44.7081956,POINT (-63.580881 44.7081956)
Eyeread Inc.,ICT (includes Digital Media),PIVP,15000,dartmouth,Halifax,B3B 0E8,2019 - 2020,-63.580881,44.7081956,POINT (-63.580881 44.7081956)
Eyeread Inc.,ICT (includes Digital Media),PIVP,25000,dartmouth,Halifax,B3B 0E8,2019 - 2020,-63.580881,44.7081956,POINT (-63.580881 44.7081956)
Eyeread Inc.,ICT (includes Digital Media),SBDP,3250,dartmouth,Halifax,B3B 0E8,2019 - 2020,-63.580881,44.7081956,POINT (-63.580881 44.7081956)
Eyeread Inc.,ICT (Includes Digital Media),EGP,15000,dartmouth,Halifax,B3B 0E8,2019 - 2020,-63.580881,44.7081956,POINT (-63.580881 44.7081956)
MOBIA Technology Innovations Incorporated,ICT (includes Digital Media),Payroll Rebate,1306800,dartmouth,Halifax,B3B 0B3,2019 - 2020,-63.5869795,44.7071499,POINT (-63.586979500000005 44.7071499)
Precision BioLogic Incorporated,Life Sciences,Pitch Prep,15000,dartmouth,Halifax,B3B 0A9,2019 - 2020,-63.574228,44.6962722,POINT (-63.574228000000005 44.6962722)
Precision BioLogic Incorporated,Life Sciences,EGP,15000,dartmouth,Halifax,B3B 0A9,2019 - 2020,-63.574228,44.6962722,POINT (-63.574228000000005 44.6962722)
"ValuedOption, Inc.",Advanced Manufacturing,EGP,6762,dartmouth,Halifax,B3A 4S5,2019 - 2020,-63.5787789,44.6690534,POINT (-63.57877890000001 44.6690534)
Gorgeous Mistake Productions,Film Production,EGP,5980,dartmouth,Halifax,B3A 2Y3,2019 - 2020,-63.5753569,44.6743094,POINT (-63.5753569 44.6743094)
Lady Hammond Entertainment Inc.,Film Production,EGP,1457,dartmouth,Halifax,B3A 2Y1,2019 - 2020,-63.6264312,44.6434175,POINT (-63.626431200000006 44.6434175)
Stantec,Engineering & Professional,EGP,5925,dartmouth,Halifax,B3A 0A3,2019 - 2020,-63.5918173,44.6841559,POINT (-63.5918173 44.6841559)
My Home Apparel,Advanced Manufacturing,EGP,9366,truro,Colchester,B2Z 1A6,2019 - 2020,-63.278915,45.3644052,POINT (-63.278915000000005 45.3644052)
Green Power Labs Inc.,Energy,EGP,14950,dartmouth,Halifax,B2Y4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
NewStar Marine & Scooter Inc.,Advanced Manufacturing,EGP,2740,dartmouth,Halifax,B2Y4K7,2019 - 2020,-63.5442536,44.6545343,POINT (-63.544253600000005 44.6545343)
Nxtgen Care,ICT (includes Digital Media),SBDP,15000,dartmouth,Halifax,B2Y4J2,2019 - 2020,-63.5545842,44.6793567,POINT (-63.55458420000001 44.6793567)
Survival Systems Ltd.,Oceans Technology,EGP,3299,dartmouth,Halifax,B2Y 4W6,2019 - 2020,-63.5545842,44.6793567,POINT (-63.55458420000001 44.6793567)
Mil-Aero Electronics Atlantic Inc.,Advanced Manufacturing,EGP,5025,dartmouth,Halifax,B2Y 4V9,2019 - 2020,-63.5422302,44.657868,POINT (-63.5422302 44.657868)
Mil-Aero Electronics Atlantic Inc.,Advanced Manufacturing,EGP,2855,dartmouth,Halifax,B2Y 4V9,2019 - 2020,-63.5422302,44.657868,POINT (-63.5422302 44.657868)
Mil-Aero Electronics Atlantic Inc.,Advanced Manufacturing,EGP,319,dartmouth,Halifax,B2Y 4V9,2019 - 2020,-63.5422302,44.657868,POINT (-63.5422302 44.657868)
Partner International Inc.,Business Services,EGP,15000,dartmouth,Halifax,B2Y 4T6,2019 - 2020,-63.5464416,44.6622587,POINT (-63.5464416 44.6622587)
Ashored Innovations,Oceans Technology,SBDP,10000,dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.661946,POINT (-63.5587822 44.661946)
Ashored Innovations,Oceans Technology,EGP,7456,dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.661946,POINT (-63.5587822 44.661946)
Dartmouth Ocean Technologies (DOT),Oceans Technology,EGP,12550,dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.6619183,POINT (-63.5587822 44.6619183)
Leeway Yachts Ltd.,Oceans Technology,EGP,3260,dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.6619183,POINT (-63.5587822 44.6619183)
Nova Graphene,Oceans Technology,EGP,14992,dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.6619183,POINT (-63.5587822 44.6619183)
ReelData,Oceans Technology,EGP,4550,dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.6619183,POINT (-63.5587822 44.6619183)
Sensor Technology Ltd.,Oceans Technology,EGP,13994,dartmouth,Halifax,B2Y 4T5,2019 - 2020,-63.5587822,44.6619183,POINT (-63.5587822 44.6619183)
Ultra Electronics Maritime Systems Inc.,Advanced Manufacturing,Payroll Rebate,2495600,dartmouth,Halifax,B2Y 4N2,2019 - 2020,-63.5419257,44.6525985,POINT (-63.54192570000001 44.6525985)
Ultra Electronics Maritime Systems Inc.,Advanced Manufacturing,EGP,11761,dartmouth,Halifax,B2Y 4N2,2019 - 2020,-63.5419257,44.6525985,POINT (-63.54192570000001 44.6525985)
Graphite Innovation and Technologies Inc.,Advanced Manufacturing,EGP,10640,dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Prism Tradeshow Products Inc.,Advanced Manufacturing,EGP,17240,dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
RIMOT.IO Inc.,ICT (includes Digital Media),SBDP,15000,dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Rimot.io Inc.,ICT (Includes Digital Media),EGP,14985,dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Clinical Logistics Inc.,Life Sciences,EGP,8375,dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Clinical Logistics Inc.,Life Sciences,EGP,5075,dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Clinical Logistics Inc.,Life Sciences,EGP,1850,dartmouth,Halifax,B2Y 4M9,2019 - 2020,-63.5448726,44.6611613,POINT (-63.54487259999999 44.6611613)
Survival Systems Training Limited,Oceans Technology,EGP,14976,dartmouth,Halifax,B2Y 4K9,2019 - 2020,-63.5431417,44.656447,POINT (-63.54314170000001 44.656447)
Survival Systems Training Limited,Oceans Technology,EGP,7275,dartmouth,Halifax,B2Y 4K9,2019 - 2020,-63.5431417,44.656447,POINT (-63.54314170000001 44.656447)
Marimetrics Technologies,Oceans Technology,EGP,8170,dartmouth,Halifax,B2Y 4A5,2019 - 2020,-63.5590146,44.6627214,POINT (-63.5590146 44.6627214)
Marimetrics Technologies,Oceans Technology,EGP,4553,dartmouth,Halifax,B2Y 4A5,2019 - 2020,-63.5590146,44.6627214,POINT (-63.5590146 44.6627214)
Huminah Huminah Animation Limited,ICT (Includes Digital Media),EGP,15000,dartmouth,Halifax,B2Y 3P2,2019 - 2020,-63.5467546,44.6506452,POINT (-63.54675460000001 44.6506452)
Huminah Huminah Animation Limited,ICT (Includes Digital Media),EGP,3985,dartmouth,Halifax,B2Y 3P2,2019 - 2020,-63.5467546,44.6506452,POINT (-63.54675460000001 44.6506452)
Spiri Robotics Inc.,Advanced Manufacturing,PIVP,15000,dartmouth,Halifax,B2Y 2W1,2019 - 2020,-63.5588011,44.6619183,POINT (-63.55880109999999 44.6619183)
Acoubit Communications Inc.,Oceans Technology,EGP,3250,dartmouth,Halifax,B2Y 2W1,2019 - 2020,-63.5588011,44.6619183,POINT (-63.55880109999999 44.6619183)
Marecomms Inc.,Oceans Technology,EGP,6223,dartmouth,Halifax,B2Y 2W1,2019 - 2020,-63.5588011,44.6619183,POINT (-63.55880109999999 44.6619183)
Sedna Tech,Oceans Technology,EGP,10450,dartmouth,Halifax,B2Y 2W1,2019 - 2020,-63.5588011,44.6619183,POINT (-63.55880109999999 44.6619183)
Made with Local Snack Foods Inc.,Advanced Manufacturing,EGP,5260,dartmouth,Halifax,B2Y 2V9,2019 - 2020,-63.5697606,44.6650405,POINT (-63.56976060000001 44.6650405)
Journeyman Film Company  Ltd.,ICT (Includes Digital Media),EGP,4319,dartmouth,Halifax,B2Y 2S6,2019 - 2020,-63.5678702,44.6661289,POINT (-63.5678702 44.6661289)
Uplift Content Inc.,ICT (Includes Digital Media),EGP,1410,dartmouth,Halifax,B2Y 2G6,2019 - 2020,-63.5519522,44.6624636,POINT (-63.55195220000001 44.6624636)
Brightwood Brewery Ltd.,Agri-food,EGP,1117,dartmouth,Halifax,B2Y 1H1,2019 - 2020,-63.5697117,44.6649987,POINT (-63.5697117 44.6649987)
Mercator Geological Services Limited,Mining & Mineral Products,EGP,7701,dartmouth,Halifax,B2Y 1G4,2019 - 2020,-63.5684968,44.6673001,POINT (-63.568496800000005 44.6673001)
Mercator Geological Services Limited,Mining & Mineral Products,EGP,1903,dartmouth,Halifax,B2Y 1G4,2019 - 2020,-63.5684968,44.6673001,POINT (-63.568496800000005 44.6673001)
Fourth Wave Strategy Inc.,Business Services,EGP,4842,dartmouth,Halifax,B2X 3G1,2019 - 2020,-63.543065,44.702692,POINT (-63.543065 44.702692)
Stone Cold Productions Limited,Film Production,EGP,2777,dartmouth,Halifax,B2X 2Z7,2019 - 2020,-63.5398011,44.6933872,POINT (-63.539801100000005 44.6933872)
Greenlight Analytical Inc.,Advanced Manufacturing,PIVP,15000,dartmouth,Halifax,B2W6C4,2019 - 2020,-63.5281344,44.6708897,POINT (-63.5281344 44.6708897)
Hivetronics Limited,Agri-food,EGP,3825,dartmouth,Halifax,B2W4Z3,2019 - 2020,-63.5063457,44.686712,POINT (-63.506345700000004 44.686712)
SimplyCast Interactive Marketing Ltd.,ICT (includes Digital Media),SBDP,9762,dartmouth,Halifax,B2W 6E2,2019 - 2020,-63.5401947,44.6810281,POINT (-63.54019470000001 44.6810281)
Nava Projects Inc.,Film Production,EGP,5460,dartmouth,Halifax,B2W 6A2,2019 - 2020,-63.5147045,44.66073,POINT (-63.51470450000001 44.66073)
Nava Projects Inc.,Film Production,EGP,4235,dartmouth,Halifax,B2W 6A2,2019 - 2020,-63.5147045,44.66073,POINT (-63.51470450000001 44.66073)
Sprite Knights,ICT (includes Digital Media),PMA,0,dartmouth,Halifax,B2W 4E6,2019 - 2020,-63.549722,44.671535,POINT (-63.549721999999996 44.671535)
Blac Op Films Incorporated,Film Production,EGP,3190,dartmouth,Halifax,B2V 2V9,2019 - 2020,-63.488061,44.651747,POINT (-63.488061 44.651747)
Blois Fish Processing Automation Limited,Fish & Seafood Processing,EGP,10885,dartmouth,Halifax,B2V 2S7,2019 - 2020,-63.554156,44.682061,POINT (-63.554156 44.682061000000004)
Blois Fish Processing Automation Limited,Fish & Seafood Processing,EGP,3150,dartmouth,Halifax,B2V 2S7,2019 - 2020,-63.554156,44.682061,POINT (-63.554156 44.682061000000004)
Island Beach  Company Clothing and Graphics Incorporated,Clothing & Textiles,PIVP,15000,truro,Colchester,B2N 5V2,2019 - 2020,-63.2908623,45.3488461,POINT (-63.2908623 45.3488461)
Genrus Buying Group Inc.,Finance & Insurance,EGP,2000,truro,Colchester,B2N 3H7,2019 - 2020,-63.2480079,45.3802618,POINT (-63.2480079 45.3802618)
Genrus Buying Group Inc.,Finance & Insurance,EGP,1050,truro,Colchester,B2N 3H7,2019 - 2020,-63.2480079,45.3802618,POINT (-63.2480079 45.3802618)
Bad Fem Productions Inc.,Film Production,EGP,389,truro,Colchester,B2N 1C1,2019 - 2020,-63.2971377,45.3636787,POINT (-63.29713770000001 45.3636787)
Baie Run Pet Products Inc.,Agri-food,PIVP,25000,halifax,Halifax,B0J 1K0,2019 - 2020,-64.3259446,44.5645371,POINT (-64.3259446 44.5645371)
9626751 Canada Inc. (Bonsai),ICT (includes Digital Media),Payroll Rebate,2112500,halifax,Halifax,B3J 3K5,2019 - 2020,-64.3764377,44.418822,POINT (-64.3764377 44.418822000000006)
Iformit Solutions Inc.,Energy,PIVP,15000,halifax,Halifax,B3K 2T3,2019 - 2020,-63.6129532,44.5985276,POINT (-63.61295320000001 44.5985276)
Northern Business Intelligence,ICT (includes Digital Media),Scale-Up Hub Program,0,halifax,Halifax,B3B 1T4,2019 - 2020,-63.5884831,44.7012869,POINT (-63.58848309999999 44.7012869)
EcoPilot Canada Inc.,Other,Scale-Up Hub Program,0,halifax,Halifax,B3J 3L7,2019 - 2020,-63.6016582,44.6920604,POINT (-63.6016582 44.6920604)
Leeway Marine,Oceans Technology,Scale-Up Hub Program,0,halifax,Halifax,B2Y 2W1,2019 - 2020,-63.559248,44.6627503,POINT (-63.559248 44.6627503)
