deployment_id,receiver_serial_number,receiver_reference_type,receiver_reference_id,receiver_manufacturer,receiver_model
ASF-SOBI N 13-2015-VR2W-126915-2015,126915,ManmadePlatform,ASF_SOBI N 13-2015,VEMCO,VR2W
ASF-SOBI N 14-2015-VR2W-126916-2015,126916,ManmadePlatform,ASF_SOBI N 14-2015,VEMCO,VR2W
ASF-SOBI N 15-2015-VR2W-126917-2015,126917,ManmadePlatform,ASF_SOBI N 15-2015,VEMCO,VR2W
ASF-SOBI N 16-2015-VR2W-126918-2015,126918,ManmadePlatform,ASF_SOBI N 16-2015,VEMCO,VR2W
ASF-SOBI N 17-2015-VR2W-126919-2015,126919,ManmadePlatform,ASF_SOBI N 17-2015,VEMCO,VR2W
ASF-SOBI N 18-2015-VR2W-126920-2015,126920,ManmadePlatform,ASF_SOBI N 18-2015,VEMCO,VR2W
ASF-SOBI N 19-2015-VR2W-126921-2015,126921,ManmadePlatform,ASF_SOBI N 19-2015,VEMCO,VR2W
ASF-SOBI N 20-2015-VR2W-126922-2015,126922,ManmadePlatform,ASF_SOBI N 20-2015,VEMCO,VR2W
ASF-SOBI N 21-2015-VR2W-126923-2015,126923,ManmadePlatform,ASF_SOBI N 21-2015,VEMCO,VR2W
ASF-SOBI N 2-2015-VR2W-120015-2015,120015,ManmadePlatform,ASF_SOBI N 2-2015,VEMCO,VR2W
ASF-SOBI N 22-2015-VR2W-126924-2015,126924,ManmadePlatform,ASF_SOBI N 22-2015,VEMCO,VR2W
ASF-SOBI N 23-2015-VR2W-126925-2015,126925,ManmadePlatform,ASF_SOBI N 23-2015,VEMCO,VR2W
ASF-SOBI N 24-2015-VR2W-126926-2015,126926,ManmadePlatform,ASF_SOBI N 24-2015,VEMCO,VR2W
ASF-SOBI N 25-2015-VR2W-126927-2015,126927,ManmadePlatform,ASF_SOBI N 25-2015,VEMCO,VR2W
ASF-SOBI N 26-2015-VR2W-127004-2015,127004,ManmadePlatform,ASF_SOBI N 26-2015,VEMCO,VR2W
ASF-SOBI N 27-2015-VR2W-127005-2015,127005,ManmadePlatform,ASF_SOBI N 27-2015,VEMCO,VR2W
ASF-SOBI N 28-2015-VR2W-127006-2015,127006,ManmadePlatform,ASF_SOBI N 28-2015,VEMCO,VR2W
ASF-SOBI N 3-2015-VR2W-120016-2015,120016,ManmadePlatform,ASF_SOBI N 3-2015,VEMCO,VR2W
CPCP004-VR2W-102299-3,102299,ManmadePlatform,SAF_SAF-CP004,VEMCO,VR2W
ASF-SOBI N 4-2015-VR2W-120017-2015,120017,ManmadePlatform,ASF_SOBI N 4-2015,VEMCO,VR2W
ASF-SOBI N 5-2015-VR2W-120020-2015,120020,ManmadePlatform,ASF_SOBI N 5-2015,VEMCO,VR2W
ASF-SOBI N 6-2015-VR2W-120021-2015,120021,ManmadePlatform,ASF_SOBI N 6-2015,VEMCO,VR2W
ASF-SOBI N 7-2015-VR2W-120022-2015,120022,ManmadePlatform,ASF_SOBI N 7-2015,VEMCO,VR2W
ASF-SOBI N 8-2015-VR2W-120024-2015,120024,ManmadePlatform,ASF_SOBI N 8-2015,VEMCO,VR2W
ASF-SOBI N 9-2015-VR2W-126911-2015,126911,ManmadePlatform,ASF_SOBI N 9-2015,VEMCO,VR2W
ASF-S. Portage 11-2015-VR2W-108611-2015,108611,ManmadePlatform,ASF_S. Portage 11-2015,VEMCO,VR2W
ASF-S. Portage 1-2015-VR2W-105401-2015,105401,ManmadePlatform,ASF_S. Portage 1-2015,VEMCO,VR2W
ASF-S. Portage 2-2015-VR2W-105402-2015,105402,ManmadePlatform,ASF_S. Portage 2-2015,VEMCO,VR2W
ASF-S. Portage 3-2015-VR2W-105403-2015,105403,ManmadePlatform,ASF_S. Portage 3-2015,VEMCO,VR2W
ASF-SW Mir 1-2015-VR2W-100021-2015,100021,ManmadePlatform,ASF_SW Mir 1-2015,VEMCO,VR2W
ASF-SW Mir 2-2015-VR2W-100037-2015,100037,ManmadePlatform,ASF_SW Mir 2-2015,VEMCO,VR2W
ASF-SW Mir 3 Black Brook-2015-VR2W-103140-2015,103140,ManmadePlatform,ASF_SW Mir 3 Black Brook-2015,VEMCO,VR2W
MFFP-Casc 2-2015-VR2W-113158-2015,113158,ManmadePlatform,ASF_Casc 2-2015,VEMCO,VR2W
ASF-MM2-VR2W-113155-2017-05-30T18,113155,ManmadePlatform,ASF_MM2,VEMCO,VR2W
ASF-Barnaby Isl.-VR2W-108599-2017-04-25T19,108599,ManmadePlatform,ASF_Barnaby Isl.,VEMCO,VR2W
ASF-Casc 1-VR2W-113157-2017-05-29T14,113157,ManmadePlatform,ASF_Casc 1,VEMCO,VR2W
ASF-Casc 2-VR2W-113158-2017-05-29T14,113158,ManmadePlatform,ASF_Casc 2,VEMCO,VR2W
ASF-Cassilis 105-VR2W-180-301749-2017-05-16T15,301749,ManmadePlatform,ASF_Cassilis 105,VEMCO,VR2W-180
ASF-Cassilis 215-VR2W-180-300742-2017-05-11T22,300742,ManmadePlatform,ASF_Cassilis 215,VEMCO,VR2W-180
ASF-Cassilis-VR2TX-481146-2017-04-25T19,481146,ManmadePlatform,ASF_Cassilis,VEMCO,VR2TX
ASF-Cassilis-VR2TX-481147-2017-05-16T15,481147,ManmadePlatform,ASF_Cassilis,VEMCO,VR2TX
ASF-Cassilis-VR2W-180-300741-2017-05-16T15,300741,ManmadePlatform,ASF_Cassilis,VEMCO,VR2W-180
ASF-CB10-VR2W-113171-2017-05-22T17,113171,ManmadePlatform,ASF_ASF-CB10,VEMCO,VR2W
ASF-CB11-VR2W-119975-2017-05-22T17,119975,ManmadePlatform,ASF_ASF-CB11,VEMCO,VR2W
ASF-CB12-VR2W-119976-2017-05-22T17,119976,ManmadePlatform,ASF_ASF-CB12,VEMCO,VR2W
ASF-CB13-VR2W-119977-2017-05-22T17,119977,ManmadePlatform,ASF_ASF-CB13,VEMCO,VR2W
ASF-CB14-VR2AR-546502-2017-05-22T17,546502,ManmadePlatform,ASF_ASF-CB14,VEMCO,VR2AR
ASF-CB15-VR2AR-546503-2017-05-22T17,546503,ManmadePlatform,ASF_ASF-CB15,VEMCO,VR2AR
ASF-CB16-VR2AR-546504-2017-05-22T17,546504,ManmadePlatform,ASF_ASF-CB16,VEMCO,VR2AR
ASF-CB17-VR2AR-546505-2017-05-22T17,546505,ManmadePlatform,ASF_ASF-CB17,VEMCO,VR2AR
ASF-CB18-VR2AR-545728-2017-05-22T17,545728,ManmadePlatform,ASF_ASF-CB18,VEMCO,VR2AR
ASF-CB19-VR2AR-545729-2017-05-22T17,545729,ManmadePlatform,ASF_ASF-CB19,VEMCO,VR2AR
ASF-CB1-VR2W-120000-2017-05-22T17,120000,ManmadePlatform,ASF_ASF-CB1,VEMCO,VR2W
ASF-CB20-VR2AR-545730-2017-05-22T18,545730,ManmadePlatform,ASF_ASF-CB20,VEMCO,VR2AR
ASF-CB21-VR2AR-546506-2017-05-22T18,546506,ManmadePlatform,ASF_ASF-CB21,VEMCO,VR2AR
ASF-CB22-VR2AR-546507-2017-05-22T18,546507,ManmadePlatform,ASF_ASF-CB22,VEMCO,VR2AR
ASF-CB23-VR2AR-546508-2017-05-22T18,546508,ManmadePlatform,ASF_ASF-CB23,VEMCO,VR2AR
ASF-CB24-VR2W-120008-2017-05-22T18,120008,ManmadePlatform,ASF_ASF-CB24,VEMCO,VR2W
ASF-CB25-VR2W-120009-2017-05-22T18,120009,ManmadePlatform,ASF_ASF-CB25,VEMCO,VR2W
ASF-CB26-VR2W-120011-2017-05-22T18,120011,ManmadePlatform,ASF_ASF-CB26,VEMCO,VR2W
ASF-CB27-VR2W-120012-2017-05-22T18,120012,ManmadePlatform,ASF_ASF-CB27,VEMCO,VR2W
ASF-CB28-VR2W-120003-2017-05-22T18,120003,ManmadePlatform,ASF_ASF-CB28,VEMCO,VR2W
ASF-CB29-VR2W-120004-2017-05-22T18,120004,ManmadePlatform,ASF_ASF-CB29,VEMCO,VR2W
ASF-CB2-VR2W-113162-2017-05-22T17,113162,ManmadePlatform,ASF_ASF-CB2,VEMCO,VR2W
ASF-CB3-VR2W-113163-2017-05-22T17,113163,ManmadePlatform,ASF_ASF-CB3,VEMCO,VR2W
ASF-CB4-VR2W-120002-2017-05-22T17,120002,ManmadePlatform,ASF_ASF-CB4,VEMCO,VR2W
ASF-CB5-VR2W-113165-2017-05-22T17,113165,ManmadePlatform,ASF_ASF-CB5,VEMCO,VR2W
ASF-CB6-VR2W-113166-2017-05-22T17,113166,ManmadePlatform,ASF_ASF-CB6,VEMCO,VR2W
ASF-CB7-VR2W-113167-2017-05-22T17,113167,ManmadePlatform,ASF_ASF-CB7,VEMCO,VR2W
ASF-CB8-VR2W-113168-2017-05-22T17,113168,ManmadePlatform,ASF_ASF-CB8,VEMCO,VR2W
ASF-CB9-VR2W-113170-2017-05-22T17,113170,ManmadePlatform,ASF_ASF-CB9,VEMCO,VR2W
ASF-Chatham 200-VR2W-180-301746-2017-05-11T17,301746,ManmadePlatform,ASF_Chatham 200,VEMCO,VR2W-180
ASF-Chatham 275-VR2W-180-301039-2017-05-16T18,301039,ManmadePlatform,ASF_Chatham 275,VEMCO,VR2W-180
ASF-Chatham 450-VR2W-180-301121-2017-05-16T18,301121,ManmadePlatform,ASF_Chatham 450,VEMCO,VR2W-180
ASF-Chatham 550-VR2W-180-300738-2017-05-11T15,300738,ManmadePlatform,ASF_Chatham 550,VEMCO,VR2W-180
ASF-Chatham-VR2W-124877-2017-04-25T15,124877,ManmadePlatform,ASF_Chatham,VEMCO,VR2W
ASF-Chatham-VR2W-180-300973-2017-05-11T16,300973,ManmadePlatform,ASF_Chatham,VEMCO,VR2W-180
ASF-Dal1-VR2W-111250-2017-05-12T12,111250,ManmadePlatform,ASF_Dal1,VEMCO,VR2W
ASF-Dal2-VR2AR-545731-2017-05-12T13,545731,ManmadePlatform,ASF_Dal2,VEMCO,VR2AR
ASF-Dal3-VR2AR-545732-2017-05-12T13,545732,ManmadePlatform,ASF_Dal3,VEMCO,VR2AR
ASF-Eel Ground-VR2W-108605-2017-04-25T19,108605,ManmadePlatform,ASF_ASF-Eel Ground,VEMCO,VR2W
ASF-Enclosure-VR2W-108598-2017-04-25T17,108598,ManmadePlatform,ASF_ASF-Enclosure,VEMCO,VR2W
ASF-French Fort Cove-VR2W-124893-2017-04-25T15,124893,ManmadePlatform,ASF_French Fort Cove,VEMCO,VR2W
ASF-Hackett's Beach 100-VR2W-180-300736-2017-05-11T23,300736,ManmadePlatform,ASF_Hackett's Beach 100,VEMCO,VR2W-180
ASF-Hackett's Beach 345-VR2W-105400-2017-05-16T16,105400,ManmadePlatform,ASF_Hackett's Beach 345,VEMCO,VR2W
ASF-Hackett's Beach 345-VR2W-108606-2017-04-25T19,108606,ManmadePlatform,ASF_Hackett's Beach 345,VEMCO,VR2W
ASF-Hackett's Beach 345-VR2W-180-300739-2017-05-16T16,300739,ManmadePlatform,ASF_Hackett's Beach 345,VEMCO,VR2W-180
ASF-Hackett's Beach-VR2W-180-301119-2017-05-16T16,301119,ManmadePlatform,ASF_Hackett's Beach,VEMCO,VR2W-180
ASF-Huckleberry 1-VR2W-105399-2017-05-04T19,105399,ManmadePlatform,ASF_Huckleberry 1,VEMCO,VR2W
ASF-Huckleberry 2-VR2W-124889-2017-05-04T19,124889,ManmadePlatform,ASF_ASF-Huckleberry 2,VEMCO,VR2W
ASF-L'Anse L'Amour 1-VR2W-109525-2017-07-09T09,109525,ManmadePlatform,ASF_L'Anse L'Amour 1,VEMCO,VR2W
ASF-L'Anse L'Amour 2-VR2W-126635-2017-07-09T09,126635,ManmadePlatform,ASF_L'Anse L'Amour 2,VEMCO,VR2W
ASF-LG1-VR2W-120005-2017-05-30T15,120005,ManmadePlatform,ASF_LG1,VEMCO,VR2W
ASF-Loggieville 135-VR2W-180-301748-2017-05-11T21,301748,ManmadePlatform,ASF_Loggieville 135,VEMCO,VR2W-180
ASF-Loggieville 230-VR2TX-481144-2017-04-25T16,481144,ManmadePlatform,ASF_Loggieville 230,VEMCO,VR2TX
ASF-Loggieville 230-VR2W-180-301740-2017-05-11T21,301740,ManmadePlatform,ASF_Loggieville 230,VEMCO,VR2W-180
ASF-Loggieville 505-VR2W-180-300698-2017-05-11T21,300698,ManmadePlatform,ASF_Loggieville 505,VEMCO,VR2W-180
ASF-Loggieville 660-VR2TX-481145-2017-05-12T20,481145,ManmadePlatform,ASF_Loggieville 660,VEMCO,VR2TX
ASF-Loggieville 660-VR2W-180-300700-2017-05-11T20,300700,ManmadePlatform,ASF_Loggieville 660,VEMCO,VR2W-180
ASF-Loggieville 835-VR2W-180-301742-2017-05-11T20,301742,ManmadePlatform,ASF_Loggieville 835,VEMCO,VR2W-180
ASF-Loggieville E 150-VR2W-180-301745-2017-05-11T21,301745,ManmadePlatform,ASF_Loggieville E 150,VEMCO,VR2W-180
ASF-Loggieville E 295-VR2W-180-301744-2017-05-11T21,301744,ManmadePlatform,ASF_Loggieville E 295,VEMCO,VR2W-180
ASF-Loggieville E 465-VR2W-180-301743-2017-05-11T21,301743,ManmadePlatform,ASF_Loggieville E 465,VEMCO,VR2W-180
ASF-Loggieville E 650-VR2W-180-301741-2017-05-11T21,301741,ManmadePlatform,ASF_Loggieville E 650,VEMCO,VR2W-180
ASF-Middle Island-VR2W-108594-2017-04-25T16,108594,ManmadePlatform,ASF_Middle Island,VEMCO,VR2W
ASF-Millerton-VR2TX-481083-2017-04-25T17,481083,ManmadePlatform,ASF_ASF-Millerton,VEMCO,VR2TX
ASF-Millstream-VR2W-108607-2017-04-25T19,108607,ManmadePlatform,ASF_ASF-Millstream,VEMCO,VR2W
ASF-MM1-VR2W-113153-2017-05-30T18,113153,ManmadePlatform,ASF_MM1,VEMCO,VR2W
ASF-Neguac 2-VR2W-108591-2017-05-04T21,108591,ManmadePlatform,ASF_ASF-Neguac 2,VEMCO,VR2W
ASF-Neguac 3-VR2W-108592-2017-05-04T21,108592,ManmadePlatform,ASF_ASF-Neguac 3,VEMCO,VR2W
ASF-Nelson 140-VR2W-180-300743-2017-05-11T15,300743,ManmadePlatform,ASF_Nelson 140,VEMCO,VR2W-180
ASF-Nelson 350-VR2W-180-300083-2017-05-16T17,300083,ManmadePlatform,ASF_Nelson 350,VEMCO,VR2W-180
ASF-Nelson 445-VR2W-180-300975-2017-05-11T13,300975,ManmadePlatform,ASF_Nelson 445,VEMCO,VR2W-180
ASF-Nelson-VR2W-108597-2017-04-25T15,108597,ManmadePlatform,ASF_ASF-Nelson,VEMCO,VR2W
ASF-Nelson-VR2W-180-300974-2017-05-11T14,300974,ManmadePlatform,ASF_ASF-Nelson,VEMCO,VR2W-180
ASF-N. Portage 1-VR2W-106195-2017-05-04T20,106195,ManmadePlatform,ASF_ASF-N. Portage 1,VEMCO,VR2W
ASF-N. Portage 2-VR2TX-481084-2017-05-04T20,481084,ManmadePlatform,ASF_ASF-N. Portage 2,VEMCO,VR2TX
ASF-N. Portage 3-VR2W-108590-2017-05-04T20,108590,ManmadePlatform,ASF_ASF-N. Portage 3,VEMCO,VR2W
ASF-Quarryville-VR2W-108602-2017-04-25T18,108602,ManmadePlatform,ASF_ASF-Quarryville,VEMCO,VR2W
ASF-Red Bank-VR2W-108610-2017-04-25T19,108610,ManmadePlatform,ASF_ASF-Red Bank,VEMCO,VR2W
ASF-REST4-VR2W-109395-2017-05-12T17,109395,ManmadePlatform,ASF_REST4,VEMCO,VR2W
ASF-REST5-VR2TX-481082-2017-05-12T17,481082,ManmadePlatform,ASF_REST5,VEMCO,VR2TX
ASF-REST6-VR2W-109524-2017-05-12T18,109524,ManmadePlatform,ASF_REST6,VEMCO,VR2W
ASF-RP1-VR2W-103123-2017-05-30T14,103123,ManmadePlatform,ASF_RP1,VEMCO,VR2W
ASF-SOBI 10-VR2W-104383-2017-06-23T10,104383,ManmadePlatform,ASF_SOBI 10,VEMCO,VR2W
ASF-SOBI 11-VR2W-120026-2017-06-23T12,120026,ManmadePlatform,ASF_SOBI 11,VEMCO,VR2W
ASF-SOBI 12-VR2TX-481090-2017-06-23T12,481090,ManmadePlatform,ASF_SOBI 12,VEMCO,VR2TX
ASF-SOBI 13-VR2W-105268-2017-06-23T12,105268,ManmadePlatform,ASF_SOBI 13,VEMCO,VR2W
ASF-SOBI 14-VR2W-105269-2017-06-23T12,105269,ManmadePlatform,ASF_SOBI 14,VEMCO,VR2W
ASF-SOBI 15-VR2TX-481091-2017-06-23T12,481091,ManmadePlatform,ASF_SOBI 15,VEMCO,VR2TX
ASF-SOBI 16-VR2W-103118-2017-06-23T12,103118,ManmadePlatform,ASF_SOBI 16,VEMCO,VR2W
ASF-SOBI 17-VR2W-120019-2017-06-23T12,120019,ManmadePlatform,ASF_SOBI 17,VEMCO,VR2W
ASF-SOBI 18-VR2TX-481092-2017-06-23T12,481092,ManmadePlatform,ASF_SOBI 18,VEMCO,VR2TX
ASF-SOBI 19-VR2W-120031-2017-06-23T13,120031,ManmadePlatform,ASF_SOBI 19,VEMCO,VR2W
ASF-SOBI 1-VR2W-120023-2017-06-23T08,120023,ManmadePlatform,ASF_SOBI 1,VEMCO,VR2W
ASF-SOBI 20425-STAR ODDi-SO205-2017-06-23T15,SO205,ManmadePlatform,ASF_SOBI 20425,Star-Oddi,STAR ODDi
ASF-SOBI 20-VR2W-105275-2017-06-23T13,105275,ManmadePlatform,ASF_SOBI 20,VEMCO,VR2W
ASF-SOBI 21-VR2TX-481093-2017-06-23T15,481093,ManmadePlatform,ASF_SOBI 21,VEMCO,VR2TX
ASF-SOBI 23-VR2W-124880-2017-06-23T15,124880,ManmadePlatform,ASF_SOBI 23,VEMCO,VR2W
ASF-SOBI 25-VR2W-105277-2017-06-23T15,105277,ManmadePlatform,ASF_SOBI 25,VEMCO,VR2W
ASF-SOBI 26-VR2TX-481094-2017-06-23T16,481094,ManmadePlatform,ASF_SOBI 26,VEMCO,VR2TX
ASF-SOBI 2-VR2W-100703-2017-06-23T08,100703,ManmadePlatform,ASF_SOBI 2,VEMCO,VR2W
ASF-SOBI 3-VR2TX-481087-2017-06-23T09,481087,ManmadePlatform,ASF_SOBI 3,VEMCO,VR2TX
ASF-SOBI 3-VR2W-109525-2017-07-18T14,109525,ManmadePlatform,ASF_SOBI 3,VEMCO,VR2W
ASF-SOBI 4-VR2W-109520-2017-06-23T09,109520,ManmadePlatform,ASF_SOBI 4,VEMCO,VR2W
ASF-SOBI 5-VR2W-101319-2017-06-23T09,101319,ManmadePlatform,ASF_SOBI 5,VEMCO,VR2W
ASF-SOBI 6-VR2TX-481088-2017-06-23T10,481088,ManmadePlatform,ASF_SOBI 6,VEMCO,VR2TX
ASF-SOBI 7-VR2W-103116-2017-06-23T10,103116,ManmadePlatform,ASF_SOBI 7,VEMCO,VR2W
ASF-SOBI 8-VR2W-120025-2017-06-23T10,120025,ManmadePlatform,ASF_SOBI 8,VEMCO,VR2W
ASF-SOBI 9-VR2TX-481089-2017-06-23T10,481089,ManmadePlatform,ASF_SOBI 9,VEMCO,VR2TX
ASF-SOBI N10-VR2W-126912-2017-06-23T19,126912,ManmadePlatform,ASF_SOBI N10,VEMCO,VR2W
ASF-SOBI N11-VR2W-126913-2017-06-23T19,126913,ManmadePlatform,ASF_SOBI N11,VEMCO,VR2W
ASF-SOBI N12-VR2W-126914-2017-06-23T19,126914,ManmadePlatform,ASF_SOBI N12,VEMCO,VR2W
ASF-SOBI N13-VR2W-124883-2017-06-23T19,124883,ManmadePlatform,ASF_SOBI N13,VEMCO,VR2W
ASF-SOBI N14-VR2W-126916-2017-06-23T19,126916,ManmadePlatform,ASF_SOBI N14,VEMCO,VR2W
ASF-SOBI N15-VR2W-126917-2017-06-23T19,126917,ManmadePlatform,ASF_SOBI N15,VEMCO,VR2W
ASF-SOBI N16-VR2W-126918-2017-06-23T19,126918,ManmadePlatform,ASF_SOBI N16,VEMCO,VR2W
ASF-SOBI N17-VR2W-105270-2017-06-23T19,105270,ManmadePlatform,ASF_SOBI N17,VEMCO,VR2W
ASF-SOBI N18-VR2W-124887-2017-06-23T19,124887,ManmadePlatform,ASF_SOBI N18,VEMCO,VR2W
ASF-SOBI N19-VR2W-126921-2017-06-23T19,126921,ManmadePlatform,ASF_SOBI N19,VEMCO,VR2W
ASF-SOBI N1-VR2W-124882-2017-06-23T18,124882,ManmadePlatform,ASF_SOBI N1,VEMCO,VR2W
ASF-SOBI N20-VR2W-124888-2017-06-23T19,124888,ManmadePlatform,ASF_SOBI N20,VEMCO,VR2W
ASF-SOBI N21-VR2W-126923-2017-06-23T00,126923,ManmadePlatform,ASF_SOBI N21,VEMCO,VR2W
ASF-SOBI N22-VR2W-126924-2017-06-23T16,126924,ManmadePlatform,ASF_SOBI N22,VEMCO,VR2W
ASF-SOBI N23-VR2W-126925-2017-06-23T16,126925,ManmadePlatform,ASF_SOBI N23,VEMCO,VR2W
ASF-SOBI N24-VR2W-126926-2017-06-23T16,126926,ManmadePlatform,ASF_SOBI N24,VEMCO,VR2W
ASF-SOBI N25-VR2W-126927-2017-06-23T16,126927,ManmadePlatform,ASF_SOBI N25,VEMCO,VR2W
ASF-SOBI N26-VR2W-127004-2017-06-23T16,127004,ManmadePlatform,ASF_SOBI N26,VEMCO,VR2W
ASF-SOBI N27-VR2W-127005-2017-06-23T16,127005,ManmadePlatform,ASF_SOBI N27,VEMCO,VR2W
ASF-SOBI N28-VR2W-127006-2017-06-23T16,127006,ManmadePlatform,ASF_SOBI N28,VEMCO,VR2W
ASF-SOBI N2-VR2W-120015-2017-06-23T18,120015,ManmadePlatform,ASF_SOBI N2,VEMCO,VR2W
ASF-SOBI N3-VR2W-120016-2017-06-23T18,120016,ManmadePlatform,ASF_SOBI N3,VEMCO,VR2W
ASF-SOBI N4-VR2W-120017-2017-06-23T18,120017,ManmadePlatform,ASF_SOBI N4,VEMCO,VR2W
ASF-SOBI N5-VR2W-120020-2017-06-23T18,120020,ManmadePlatform,ASF_SOBI N5,VEMCO,VR2W
ASF-SOBI N6-VR2W-120021-2017-06-23T18,120021,ManmadePlatform,ASF_SOBI N6,VEMCO,VR2W
ASF-SOBI N7-VR2W-120022-2017-06-23T18,120022,ManmadePlatform,ASF_SOBI N7,VEMCO,VR2W
ASF-SOBI N8-VR2W-120029-2017-06-23T18,120029,ManmadePlatform,ASF_SOBI N8,VEMCO,VR2W
ASF-SOBI N9-VR2W-126911-2017-06-23T18,126911,ManmadePlatform,ASF_SOBI N9,VEMCO,VR2W
ASF-S. Portage 11-VR2W-120035-2017-05-04T20,120035,ManmadePlatform,ASF_ASF-S. Portage 11,VEMCO,VR2W
ASF-S. Portage 1-VR2TX-481085-2017-05-04T20,481085,ManmadePlatform,ASF_ASF-S. Portage 1,VEMCO,VR2TX
ASF-S. Portage 2-VR2W-124878-2017-05-04T20,124878,ManmadePlatform,ASF_ASF-S. Portage 2,VEMCO,VR2W
ASF-S. Portage 3-VR2W-124875-2017-05-04T19,124875,ManmadePlatform,ASF_ASF-S. Portage 3,VEMCO,VR2W
ASF-SW Mir 1-VR2W-124879-2017-05-17T00,124879,ManmadePlatform,ASF_SW Mir 1,VEMCO,VR2W
ASF-SW Mir 2-VR2W-124885-2017-05-12T00,124885,ManmadePlatform,ASF_SW Mir 2,VEMCO,VR2W
ASF-SW Mir 3-VR2W-103140-2017-05-20T00,103140,ManmadePlatform,ASF_SW Mir 3,VEMCO,VR2W
ASF-Deeside-Runnymede-VR2-2581-2005,2581,ManmadePlatform,ASF_ASF-Deeside-Runnymede,VEMCO,VR2
ASF-Cascapedia 1-VR2W-113168-2014,113168,ManmadePlatform,ASF_ASF-Cascapedia 1,VEMCO,VR2W
ASF-CB28-VR2W-120028-2014,120028,ManmadePlatform,ASF_ASF-CB28,VEMCO,VR2W
ASF-CB21-VR2W-103136-2012,103136,ManmadePlatform,ASF_ASF-CB21,VEMCO,VR2W
G5_3-VR2W-113619-1,113619,ManmadePlatform,ASI_G5_3,VEMCO,VR2W
G5_7-VR2W-113618-1,113618,ManmadePlatform,ASI_G5_7,VEMCO,VR2W
G1_3-VR2W-113666-1,113666,ManmadePlatform,ASI_G1_3,VEMCO,VR2W
G2_2-VR2W-113664-1,113664,ManmadePlatform,ASI_G2_2,VEMCO,VR2W
G5_1-VR2W-113634-1,113634,ManmadePlatform,ASI_G5_1,VEMCO,VR2W
G1_5-C-POD-1126-1,1126,ManmadePlatform,ASI_G1_5,Chelonia Limited,C-POD
G1_5-VR2W-113638-1,113638,ManmadePlatform,ASI_G1_5,VEMCO,VR2W
G1_2-VR2W-113649-1,113649,ManmadePlatform,ASI_G1_2,VEMCO,VR2W
G1_6-VR2W-113661-1,113661,ManmadePlatform,ASI_G1_6,VEMCO,VR2W
G5_5-VR2W-113637-1,113637,ManmadePlatform,ASI_G5_5,VEMCO,VR2W
G5_5-VR2W-113665-1,113665,ManmadePlatform,ASI_G5_5,VEMCO,VR2W
G2_6-VR2W-113654-1,113654,ManmadePlatform,ASI_G2_6,VEMCO,VR2W
G1_7-VR2W-113648-1,113648,ManmadePlatform,ASI_G1_7,VEMCO,VR2W
G2_4-C-POD-1325-1,1325,ManmadePlatform,ASI_G2_4,Chelonia Limited,C-POD
G2_4-VR2W-113635-1,113635,ManmadePlatform,ASI_G2_4,VEMCO,VR2W
G2_7-C-POD-1122-1,1122,ManmadePlatform,ASI_G2_7,Chelonia Limited,C-POD
G2_7-VR2W-113639-1,113639,ManmadePlatform,ASI_G2_7,VEMCO,VR2W
G5_8-VR2W-113626-1,113626,ManmadePlatform,ASI_G5_8,VEMCO,VR2W
G2_5-VR2W-113631-1,113631,ManmadePlatform,ASI_G2_5,VEMCO,VR2W
G1_4-VR2W-113641-1,113641,ManmadePlatform,ASI_G1_4,VEMCO,VR2W
G1_1-VR2W-113660-1,113660,ManmadePlatform,ASI_G1_1,VEMCO,VR2W
G2_3-VR2W-113645-1,113645,ManmadePlatform,ASI_G2_3,VEMCO,VR2W
G5_4-VR2W-113657-1,113657,ManmadePlatform,ASI_G5_4,VEMCO,VR2W
G5_4-VR2W-113629-1,113629,ManmadePlatform,ASI_G5_4,VEMCO,VR2W
G2_1-VR2W-113633-1,113633,ManmadePlatform,ASI_G2_1,VEMCO,VR2W
G5_2-VR2W-113640-1,113640,ManmadePlatform,ASI_G5_2,VEMCO,VR2W
G5_6-VR2W-113627-1,113627,ManmadePlatform,ASI_G5_6,VEMCO,VR2W
G1_8-VR2W-113628-1,113628,ManmadePlatform,ASI_G1_8,VEMCO,VR2W
G2_8-VR2W-113630-1,113630,ManmadePlatform,ASI_G2_8,VEMCO,VR2W
G5_3-AURAL-1,G5_3,ManmadePlatform,ASI_G5_3,Multi Electronique,AURAL
ASIG1_5-C-POD-1126-2,1126,ManmadePlatform,ASI_G1_5,Chelonia Limited,C-POD
ASIG2_7-C-POD-1122-2,1122,ManmadePlatform,ASI_G2_7,Chelonia Limited,C-POD
ASIG2_6-VR2W-113654-2,113654,ManmadePlatform,ASI_G2_6,VEMCO,VR2W
ASIG2_8-VR2W-113630-2,113630,ManmadePlatform,ASI_G2_8,VEMCO,VR2W
ASI-G8_3-STAR:ODDI CTD-37701-1,37701,ManmadePlatform,ASI_G8_3,Star-Oddi,Star-oddi CTD
ASIG4_6-VR2W-113651-1,113651,ManmadePlatform,ASI_G4_6,VEMCO,VR2W
ASIG1_1-VR2W-113660-2,113660,ManmadePlatform,ASI_G1_1,VEMCO,VR2W
ASIG1_2-VR2W-113649-2,113649,ManmadePlatform,ASI_G1_2,VEMCO,VR2W
ASIG1_3-VR2W-110122-2,110122,ManmadePlatform,ASI_G1_3,VEMCO,VR2W
ASI-G2_4-Dissolved Oxygen-54066-3,54066,ManmadePlatform,ASI_G2_4,generic,DISSOLVED OXYGEN
